rank,h3_index,city,tier,opportunity_score,lat,lon,h3_cell_acres,project_acres,dist_to_center_km,property_type,land_value_current,total_dev_cost,equity_required,buildable_sqft,noi_year1,noi_year5,stabilised_value,exit_value_yr5,exit_cap_rate,est_irr_pct,equity_multiple,value_uplift
369,8848ebaf29fffff,phoenix,Tier 1 � Top 10%,0.6308,33.45,-111.6889,211.0,25.1,35.7,unknown,847627,88015158,30805305,437342,5287470,6129626,97916104,113511601,0.054,13.98,2.83,112663974
370,8848e96b65fffff,phoenix,Tier 1 � Top 10%,0.6308,33.2782,-112.0263,211.1,14.9,19.4,unknown,511457,52248042,18286815,259618,3138777,3638703,58125496,67383381,0.054,13.98,2.83,66871923
371,8829b6c865fffff,phoenix,Tier 1 � Top 10%,0.6308,33.734,-111.886,210.4,25.4,36.2,unknown,857352,89067132,31173496,442570,5350666,6202889,99086416,114868313,0.054,13.98,2.83,114010962
372,8848eba155fffff,phoenix,Tier 1 � Top 10%,0.6308,33.331,-111.7042,211.2,25.7,36.7,unknown,1952635,90119106,31541687,447797,5413863,6276151,100256728,116225026,0.054,13.98,2.83,114272391
373,8848e979a1fffff,phoenix,Tier 1 � Top 10%,0.6308,33.2419,-112.0627,211.1,17.2,23.0,unknown,588309,60313176,21109612,299693,3623286,4200381,67097888,77784842,0.054,13.98,2.83,77196533
374,8848e9604bfffff,phoenix,Tier 1 � Top 10%,0.6302,33.2322,-112.2949,211.0,22.6,31.6,unknown,766366,79248708,27737048,393782,4760829,5519106,88163504,102205664,0.054,13.98,2.83,101439298
375,8848ebb4d9fffff,phoenix,Tier 1 � Top 10%,0.6302,33.2797,-112.0157,211.1,15.0,19.5,unknown,514845,52598700,18409545,261360,3159842,3663123,58515600,67835618,0.054,13.98,2.83,67320773
376,8848ebb5cbfffff,phoenix,Tier 1 � Top 10%,0.6302,33.2848,-111.9241,211.1,17.2,22.9,unknown,1797503,60313176,21109612,299693,3623286,4200381,67097888,77784842,0.054,13.98,2.83,75987339
377,8829b6c441fffff,phoenix,Tier 1 � Top 10%,0.6302,33.7268,-112.2673,210.2,25.1,35.8,unknown,847602,88015158,30805305,437342,5287470,6129626,97916104,113511601,0.054,13.98,2.83,112663999
378,8848e96b45fffff,phoenix,Tier 1 � Top 10%,0.6302,33.2669,-112.0513,211.1,15.5,20.3,unknown,531588,54351990,19023196,270072,3265170,3785227,60466120,70096805,0.054,13.98,2.83,69565217
379,8848ebace9fffff,phoenix,Tier 1 � Top 10%,0.6302,33.5224,-111.7848,210.8,20.4,28.1,unknown,826832,71534232,25036981,355450,4297386,4981848,79581216,92256441,0.054,13.98,2.83,91429608
380,8829b6c9c5fffff,phoenix,Tier 1 � Top 10%,0.6302,33.7809,-111.8842,210.3,28.1,40.9,unknown,944020,98534898,34487214,489614,5919438,6862251,109619224,127078724,0.054,13.98,2.83,126134705
381,8848eb35c7fffff,phoenix,Tier 1 � Top 10%,0.6297,33.7024,-111.7213,210.5,29.5,43.2,unknown,988810,103444110,36205438,514008,6214357,7204143,115080680,133410049,0.054,13.98,2.83,132421238
382,8829b6c60bfffff,phoenix,Tier 1 � Top 10%,0.6297,33.6905,-112.3038,210.2,24.2,34.3,unknown,856825,84859236,29700733,421661,5097879,5909839,94405168,109441464,0.054,13.98,2.83,108584639
383,8848ebaf6bfffff,phoenix,Tier 1 � Top 10%,0.6297,33.4334,-111.6966,211.0,24.7,35.1,unknown,938230,86612526,30314384,430373,5203207,6031943,96355688,111702651,0.054,13.98,2.83,110764422
384,8829b6c56dfffff,phoenix,Tier 1 � Top 10%,0.6297,33.742,-112.1609,210.2,23.8,33.6,unknown,805440,83456604,29209811,414691,5013617,5812156,92844752,107632514,0.054,13.98,2.83,106827074
385,8848ebb0c3fffff,phoenix,Tier 1 � Top 10%,0.6297,33.1972,-111.8255,211.3,25.4,36.2,unknown,1328445,89067132,31173496,442570,5350666,6202889,99086416,114868313,0.054,13.98,2.83,113539868
386,8848ebad11fffff,phoenix,Tier 1 � Top 10%,0.6297,33.5175,-111.7074,210.9,24.6,34.9,unknown,831480,86261868,30191654,428630,5182142,6007522,95965584,111250414,0.054,13.98,2.83,110418934
387,8848ebace1fffff,phoenix,Tier 1 � Top 10%,0.6297,33.5307,-111.7809,210.8,20.8,28.7,unknown,749923,72936864,25527902,362419,4381648,5079531,81141632,94065390,0.054,13.98,2.83,93315467
388,8848e97991fffff,phoenix,Tier 1 � Top 10%,0.6293,33.2427,-112.1119,211.1,17.3,23.1,unknown,591643,60663834,21232342,301435,3644352,4224802,67487992,78237079,0.054,13.98,2.83,77645437
389,8829b6caadfffff,phoenix,Tier 1 � Top 10%,0.6293,33.7387,-111.9634,210.3,24.0,33.9,unknown,811992,84157920,29455272,418176,5055748,5860997,93624960,108536989,0.054,13.98,2.83,107724997
390,8829b6cb01fffff,phoenix,Tier 1 � Top 10%,0.6293,33.6968,-111.8733,210.5,23.6,33.3,unknown,798907,82755288,28964351,411206,4971485,5763314,92064544,106728039,0.054,13.98,2.83,105929132
391,8848ebb703fffff,phoenix,Tier 1 � Top 10%,0.6293,33.2104,-111.8988,211.3,22.3,31.1,unknown,1223423,78196734,27368857,388555,4697632,5445843,86993192,100848952,0.054,13.98,2.83,99625530
392,8829b6cd47fffff,phoenix,Tier 1 � Top 10%,0.6293,33.825,-112.0132,210.1,28.9,42.3,unknown,969624,101340162,35469057,503554,6087963,7057618,112740056,130696624,0.054,13.98,2.83,129727000
393,8848e979bdfffff,phoenix,Tier 1 � Top 10%,0.6287,33.2472,-112.0801,211.1,16.9,22.4,unknown,578402,59261202,20741421,294466,3560089,4127119,65927576,76428130,0.054,13.98,2.83,75849727
394,8848ebb6ebfffff,phoenix,Tier 1 � Top 10%,0.6287,33.2273,-112.0,211.2,18.8,25.5,unknown,641400,65923704,23073296,327571,3960336,4591115,73339552,85020641,0.054,13.98,2.83,84379242
395,8848e962a1fffff,phoenix,Tier 1 � Top 10%,0.6287,33.258,-112.3327,211.0,22.8,32.0,unknown,772829,79950024,27982508,397267,4802960,5567948,88943712,103110139,0.054,13.98,2.83,102337311
396,8848e9620bfffff,phoenix,Tier 1 � Top 10%,0.6287,33.1973,-112.3207,211.1,25.3,36.1,unknown,854052,88716474,31050766,440827,5329601,6178468,98696312,114416076,0.054,13.98,2.83,113562024
397,8848ebac95fffff,phoenix,Tier 1 � Top 10%,0.6287,33.5566,-111.8187,210.7,19.5,26.6,unknown,1032818,68378310,23932408,339768,4107795,4762060,76070280,88186303,0.054,13.98,2.83,87153486
398,8848e96a2dfffff,phoenix,Tier 1 � Top 10%,0.6287,33.2829,-112.1034,211.0,14.4,18.6,unknown,494698,50494752,17673163,250906,3033449,3516598,56174976,65122193,0.054,13.98,2.83,64627496
399,8829b6c4d5fffff,phoenix,Tier 1 � Top 10%,0.6287,33.7881,-112.3287,210.0,30.2,44.5,unknown,1010915,105898716,37064551,526205,6361816,7375088,117811408,136575711,0.054,13.98,2.83,135564796
400,8848eba257fffff,phoenix,Tier 1 � Top 10%,0.628,33.2693,-111.8122,211.2,22.5,31.4,unknown,3963622,78898050,27614318,392040,4739764,5494685,87773400,101753427,0.054,13.98,2.83,97789805
401,8848e97527fffff,phoenix,Tier 1 � Top 10%,0.628,33.2079,-112.3554,211.0,26.1,37.4,unknown,879935,91521738,32032608,454766,5498126,6373835,101817144,118033975,0.054,13.98,2.83,117154040
402,8829b6c893fffff,phoenix,Tier 1 � Top 10%,0.628,33.8114,-111.9996,210.2,28.1,40.9,unknown,943991,98534898,34487214,489614,5919438,6862251,109619224,127078724,0.054,13.98,2.83,126134733
403,8829b6d927fffff,phoenix,Tier 1 � Top 10%,0.628,33.6104,-111.8237,210.6,21.2,29.4,unknown,720503,74339496,26018824,369389,4465911,5177214,82702048,95874340,0.054,13.98,2.83,95153837
404,8848e96219fffff,phoenix,Tier 1 � Top 10%,0.628,33.2026,-112.3381,211.0,25.7,36.7,unknown,867041,90119106,31541687,447797,5413863,6276151,100256728,116225026,0.054,13.98,2.83,115357985
405,8848ebb449fffff,phoenix,Tier 1 � Top 10%,0.628,33.2196,-111.9441,211.2,20.5,28.2,unknown,854748,71884890,25159712,357192,4318451,5006269,79971320,92708678,0.054,13.98,2.83,91853930
406,8848ebb625fffff,phoenix,Tier 1 � Top 10%,0.628,33.2059,-111.9306,211.3,21.7,30.1,unknown,855805,76092786,26632475,378101,4571239,5299318,84652568,98135527,0.054,13.98,2.83,97279723
407,8848eb3407fffff,phoenix,Tier 1 � Top 10%,0.628,33.6677,-111.7473,210.6,27.0,38.9,unknown,908928,94677660,33137181,470448,5687716,6593622,105328080,122104112,0.054,13.98,2.83,121195184
408,8829b6ce4dfffff,phoenix,Tier 1 � Top 10%,0.628,33.7412,-112.1116,210.2,23.3,32.7,unknown,789218,81703314,28596160,405979,4908289,5690052,90894232,105371327,0.054,13.98,2.83,104582109
409,8848eba133fffff,phoenix,Tier 1 � Top 10%,0.628,33.3712,-111.6956,211.1,25.4,36.2,unknown,1725092,89067132,31173496,442570,5350666,6202889,99086416,114868313,0.054,13.98,2.83,113143221
410,8848eba611fffff,phoenix,Tier 1 � Top 10%,0.6278,33.3699,-111.9842,211.0,10.0,12.1,unknown,715730,35065800,12273030,174240,2106562,2442082,39010400,45223745,0.054,13.98,2.83,44508015
411,8829b6c507fffff,phoenix,Tier 1 � Top 10%,0.6275,33.7692,-112.1882,210.1,26.0,37.2,unknown,876720,91171080,31909878,453024,5477060,6349414,101427040,117581738,0.054,13.98,2.83,116705018
412,8829b6ca97fffff,phoenix,Tier 1 � Top 10%,0.6275,33.7547,-112.0158,210.3,24.3,34.5,unknown,821656,85209894,29823463,423403,5118945,5934260,94795272,109893701,0.054,13.98,2.83,109072045
413,8848ebb1e3fffff,phoenix,Tier 1 � Top 10%,0.6275,33.2188,-111.7262,211.4,28.3,41.2,unknown,1017951,99236214,34732675,493099,5961569,6911093,110399432,127983199,0.054,13.98,2.83,126965248
414,8829b6ce93fffff,phoenix,Tier 1 � Top 10%,0.6275,33.838,-112.1964,210.0,30.4,44.8,unknown,1017366,106600032,37310011,529690,6403947,7423930,118591616,137480186,0.054,13.98,2.83,136462819
415,8848e97891fffff,phoenix,Tier 1 � Top 10%,0.6275,33.2322,-112.186,211.1,19.3,26.2,unknown,658014,67676994,23686948,336283,4065664,4713219,75290072,87281829,0.054,13.98,2.83,86623814
416,8848e968d9fffff,phoenix,Tier 1 � Top 10%,0.627,33.3649,-112.1849,210.9,11.2,13.9,unknown,559843,39273696,13745794,195149,2359349,2735132,43691648,50650595,0.054,13.98,2.83,50090752
417,8848e96881fffff,phoenix,Tier 1 � Top 10%,0.6269,33.3846,-112.1561,210.8,8.8,10.4,unknown,877466,30857904,10800266,153331,1853774,2149032,34329152,39796896,0.054,13.98,2.83,38919430
418,8848ebb88bfffff,phoenix,Tier 1 � Top 10%,0.6268,33.2913,-111.653,211.3,29.2,42.8,unknown,979134,102392136,35837248,508781,6151160,7130880,113910368,132053336,0.054,13.98,2.83,131074202
419,8848eba18bfffff,phoenix,Tier 1 � Top 10%,0.6268,33.3873,-111.7478,211.1,22.2,31.0,unknown,2697344,77846076,27246127,386813,4676567,5421423,86603088,100396715,0.054,13.98,2.83,97699370
420,8829b6cf67fffff,phoenix,Tier 1 � Top 10%,0.6268,33.7781,-112.0149,210.2,25.9,37.1,unknown,873478,90820422,31787148,451282,5455995,6324993,101036936,117129500,0.054,13.98,2.83,116256023
421,8848e96145fffff,phoenix,Tier 1 � Top 10%,0.6268,33.2458,-112.1996,211.1,18.8,25.4,unknown,641494,65923704,23073296,327571,3960336,4591115,73339552,85020641,0.054,13.98,2.83,84379148
422,8848eb340dfffff,phoenix,Tier 1 � Top 10%,0.6268,33.6525,-111.7444,210.6,26.5,38.1,unknown,892838,92924370,32523530,461736,5582388,6471518,103377560,119842925,0.054,13.98,2.83,118950087
423,8829b6c413fffff,phoenix,Tier 1 � Top 10%,0.6268,33.7692,-112.2976,210.1,28.3,41.2,unknown,950427,99236214,34732675,493099,5961569,6911093,110399432,127983199,0.054,13.98,2.83,127032772
424,8829b6c5d7fffff,phoenix,Tier 1 � Top 10%,0.6268,33.8055,-112.2611,210.0,29.5,43.3,unknown,988692,103444110,36205438,514008,6214357,7204143,115080680,133410049,0.054,13.98,2.83,132421356
425,8848e960e7fffff,phoenix,Tier 1 � Top 10%,0.6268,33.3012,-112.3031,210.9,19.6,26.8,unknown,667811,68728968,24055139,341510,4128861,4786481,76460384,88638541,0.054,13.98,2.83,87970730
426,8829b6c55bfffff,phoenix,Tier 1 � Top 10%,0.6268,33.748,-112.2278,210.2,25.4,36.2,unknown,857326,89067132,31173496,442570,5350666,6202889,99086416,114868313,0.054,13.98,2.83,114010987
427,8848e96e6bfffff,phoenix,Tier 1 � Top 10%,0.6268,33.3497,-112.2909,210.8,17.2,22.9,unknown,588343,60313176,21109612,299693,3623286,4200381,67097888,77784842,0.054,13.98,2.83,77196499
428,8848ebb1c3fffff,phoenix,Tier 1 � Top 10%,0.6258,33.2076,-111.7513,211.4,27.7,40.2,unknown,1111102,97132266,33996293,482645,5835176,6764568,108058808,125269775,0.054,13.98,2.83,124158672
429,8848eba101fffff,phoenix,Tier 1 � Top 10%,0.6258,33.3408,-111.6897,211.2,26.2,37.6,unknown,1664093,91872396,32155339,456509,5519191,6398255,102207248,118486213,0.054,13.98,2.83,116822120
430,8848eba35bfffff,phoenix,Tier 1 � Top 10%,0.6258,33.2698,-111.7523,211.3,25.2,35.9,unknown,2173147,88365816,30928036,439085,5308535,6154047,98306208,113963838,0.054,13.98,2.83,111790691
431,8848eba89bfffff,phoenix,Tier 1 � Top 10%,0.6258,33.4681,-111.6706,211.0,26.1,37.5,unknown,879857,91521738,32032608,454766,5498126,6373835,101817144,118033975,0.054,13.98,2.83,117154118
432,8848eba1bdfffff,phoenix,Tier 1 � Top 10%,0.6258,33.4054,-111.7294,211.0,23.0,32.3,unknown,1802740,80651340,28227969,400752,4845092,5616789,89723920,104014614,0.054,13.98,2.83,102211874
433,8848e962abfffff,phoenix,Tier 1 � Top 10%,0.6258,33.2565,-112.3433,210.9,23.4,32.9,unknown,792488,82053972,28718890,407722,4929354,5714472,91284336,105823564,0.054,13.98,2.83,105031076
434,8848e979c5fffff,phoenix,Tier 1 � Top 10%,0.6258,33.2085,-112.078,211.2,19.6,26.7,unknown,667929,68728968,24055139,341510,4128861,4786481,76460384,88638541,0.054,13.98,2.83,87970612
435,8848ebb0e7fffff,phoenix,Tier 1 � Top 10%,0.6258,33.21,-111.7898,211.3,26.1,37.4,unknown,1480470,91521738,32032608,454766,5498126,6373835,101817144,118033975,0.054,13.98,2.83,116553505
436,8829b6c097fffff,phoenix,Tier 1 � Top 10%,0.6258,33.7336,-112.1648,210.2,23.3,32.8,unknown,789148,81703314,28596160,405979,4908289,5690052,90894232,105371327,0.054,13.98,2.83,104582179
437,8829b6c187fffff,phoenix,Tier 1 � Top 10%,0.6258,33.732,-112.066,210.3,22.5,31.5,unknown,763020,78898050,27614318,392040,4739764,5494685,87773400,101753427,0.054,13.98,2.83,100990407
438,8848e96d63fffff,phoenix,Tier 1 � Top 10%,0.6257,33.427,-112.1862,210.8,9.0,10.7,unknown,850419,31559220,11045727,156816,1895905,2197874,35109360,40701371,0.054,13.98,2.83,39850952
439,8848e968edfffff,phoenix,Tier 1 � Top 10%,0.6253,33.3656,-112.1251,210.9,8.8,10.4,unknown,886820,30857904,10800266,153331,1853774,2149032,34329152,39796896,0.054,13.98,2.83,38910076
440,8848ebaacbfffff,phoenix,Tier 1 � Top 10%,0.6252,33.3741,-111.6743,211.1,26.4,38.0,unknown,1285733,92573712,32400799,459994,5561323,6447097,102987456,119390688,0.054,13.98,2.83,118104955
441,8848eb356bfffff,phoenix,Tier 1 � Top 10%,0.6252,33.6559,-111.6631,210.6,30.2,44.5,unknown,1010915,105898716,37064551,526205,6361816,7375088,117811408,136575711,0.054,13.98,2.83,135564796
442,8848e9793dfffff,phoenix,Tier 1 � Top 10%,0.6252,33.1993,-112.0327,211.2,20.4,28.0,unknown,694294,71534232,25036981,355450,4297386,4981848,79581216,92256441,0.054,13.98,2.83,91562147
443,8829b6c9b9fffff,phoenix,Tier 1 � Top 10%,0.6248,33.818,-111.8969,210.2,30.0,44.2,unknown,1004520,105197400,36819090,522720,6319685,7326247,117031200,135671236,0.054,13.98,2.83,134666716
444,8848e97893fffff,phoenix,Tier 1 � Top 10%,0.6246,33.239,-112.1928,211.1,19.0,25.8,unknown,648071,66625020,23318757,331056,4002467,4639956,74119760,85925116,0.054,13.98,2.83,85277045
445,8848eb340bfffff,phoenix,Tier 1 � Top 10%,0.6246,33.6579,-111.7618,210.6,25.9,37.1,unknown,873426,90820422,31787148,451282,5455995,6324993,101036936,117129500,0.054,13.98,2.83,116256075
446,8848e97881fffff,phoenix,Tier 1 � Top 10%,0.6246,33.22,-112.1619,211.1,19.6,26.7,unknown,667929,68728968,24055139,341510,4128861,4786481,76460384,88638541,0.054,13.98,2.83,87970612
447,8848eb3681fffff,phoenix,Tier 1 � Top 10%,0.6246,33.649,-111.8257,210.6,22.8,32.0,unknown,772806,79950024,27982508,397267,4802960,5567948,88943712,103110139,0.054,13.98,2.83,102337333
448,8848e96337fffff,phoenix,Tier 1 � Top 10%,0.6246,33.2413,-112.2314,211.0,19.9,27.3,unknown,677734,69780942,24423330,346738,4192058,4859744,77630696,89995253,0.054,13.98,2.83,89317519
449,8848ebb099fffff,phoenix,Tier 1 � Top 10%,0.6246,33.2178,-111.8458,211.3,23.6,33.3,unknown,1831242,82755288,28964351,411206,4971485,5763314,92064544,106728039,0.054,13.98,2.83,104896797
450,8848ebadcdfffff,phoenix,Tier 1 � Top 10%,0.6246,33.5229,-111.7248,210.8,23.7,33.4,unknown,802198,83105946,29087081,412949,4992551,5787735,92454648,107180276,0.054,13.98,2.83,106378079
451,8848ebb09bfffff,phoenix,Tier 1 � Top 10%,0.6246,33.2246,-111.8525,211.3,23.0,32.3,unknown,2009165,80651340,28227969,400752,4845092,5616789,89723920,104014614,0.054,13.98,2.83,102005449
452,8848eb3585fffff,phoenix,Tier 1 � Top 10%,0.6239,33.719,-111.7135,210.5,30.5,44.9,unknown,1020530,106950690,37432741,531432,6425013,7448351,118981720,137932423,0.054,13.98,2.83,136911893
453,8848ebb6e3fffff,phoenix,Tier 1 � Top 10%,0.6239,33.2357,-111.9962,211.2,18.3,24.7,unknown,624835,64170414,22459645,318859,3855008,4469011,71389032,82759454,0.054,13.98,2.83,82134619
454,8829b6ce25fffff,phoenix,Tier 1 � Top 10%,0.6239,33.7843,-112.0818,210.2,26.1,37.4,unknown,879962,91521738,32032608,454766,5498126,6373835,101817144,118033975,0.054,13.98,2.83,117154014
455,8848eba141fffff,phoenix,Tier 1 � Top 10%,0.6239,33.3173,-111.6907,211.2,26.7,38.5,unknown,1525504,93625686,32768990,465221,5624519,6520360,104157768,120747400,0.054,13.98,2.83,119221896
456,8829b6c1a7fffff,phoenix,Tier 1 � Top 10%,0.6239,33.7434,-112.0409,210.3,23.4,32.9,unknown,792441,82053972,28718890,407722,4929354,5714472,91284336,105823564,0.054,13.98,2.83,105031123
457,8848eb35d1fffff,phoenix,Tier 1 � Top 10%,0.6239,33.7063,-111.7493,210.5,28.5,41.6,unknown,956859,99937530,34978135,496584,6003701,6959934,111179640,128887674,0.054,13.98,2.83,127930815
458,8848eb354bfffff,phoenix,Tier 1 � Top 10%,0.6239,33.6447,-111.6883,210.6,28.7,41.9,unknown,963258,100638846,35223596,500069,6045832,7008776,111959848,129792149,0.054,13.98,2.83,128828891
459,8848ebb18dfffff,phoenix,Tier 1 � Top 10%,0.6239,33.2174,-111.7368,211.4,27.9,40.5,unknown,1108690,97833582,34241754,486130,5877307,6813409,108839016,126174250,0.054,13.98,2.83,125065559
460,8848ebb187fffff,phoenix,Tier 1 � Top 10%,0.6239,33.2326,-111.7397,211.3,27.1,39.2,unknown,1349986,95028318,33259911,472190,5708782,6618043,105718184,122556350,0.054,13.98,2.83,121206363
461,8829b6d0a9fffff,phoenix,Tier 1 � Top 10%,0.6232,33.552,-112.129,210.6,10.3,12.6,unknown,663866,36117774,12641221,179467,2169758,2515345,40180712,46580458,0.054,13.98,2.83,45916592
462,8829b6ce37fffff,phoenix,Tier 1 � Top 10%,0.6231,33.8032,-112.1129,210.1,27.4,39.6,unknown,921709,96080292,33628102,477418,5771979,6691305,106888496,123913062,0.054,13.98,2.83,122991354
463,8848e96117fffff,phoenix,Tier 1 � Top 10%,0.6231,33.2883,-112.2298,211.0,17.2,22.9,unknown,588343,60313176,21109612,299693,3623286,4200381,67097888,77784842,0.054,13.98,2.83,77196499
464,8829b6c5adfffff,phoenix,Tier 1 � Top 10%,0.6231,33.8131,-112.2078,210.1,29.0,42.4,unknown,972834,101690820,35591787,505296,6109029,7082039,113130160,131148862,0.054,13.98,2.83,130176028
465,8848ebb08dfffff,phoenix,Tier 1 � Top 10%,0.6231,33.207,-111.811,211.3,25.4,36.3,unknown,1524686,89067132,31173496,442570,5350666,6202889,99086416,114868313,0.054,13.98,2.83,113343627
466,8829b6c9ebfffff,phoenix,Tier 1 � Top 10%,0.6231,33.7892,-111.8803,210.3,28.7,41.9,unknown,963229,100638846,35223596,500069,6045832,7008776,111959848,129792149,0.054,13.98,2.83,128828920
467,8848ebacd9fffff,phoenix,Tier 1 � Top 10%,0.6231,33.5233,-111.8341,210.8,17.8,23.8,unknown,1721082,62417124,21845993,310147,3749680,4346906,69438512,80498267,0.054,13.98,2.83,78777185
468,8829b6c8d3fffff,phoenix,Tier 1 � Top 10%,0.6231,33.7879,-112.0004,210.2,26.7,38.4,unknown,899283,93625686,32768990,465221,5624519,6520360,104157768,120747400,0.054,13.98,2.83,119848117
469,8848e978b7fffff,phoenix,Tier 1 � Top 10%,0.6231,33.2519,-112.1573,211.1,17.4,23.2,unknown,595028,61014492,21355072,303178,3665417,4249223,67878096,78689317,0.054,13.98,2.83,78094289
470,8848eba32bfffff,phoenix,Tier 1 � Top 10%,0.6231,33.2923,-111.7022,211.3,26.8,38.6,unknown,1397379,93976344,32891720,466963,5645585,6544780,104547872,121199638,0.054,13.98,2.83,119802259
471,8848ebb451fffff,phoenix,Tier 1 � Top 10%,0.6231,33.2401,-111.9644,211.2,18.7,25.3,unknown,775452,65573046,22950566,325829,3939270,4566694,72949448,84568404,0.054,13.98,2.83,83792952
472,8848e968e9fffff,phoenix,Tier 1 � Top 10%,0.623,33.3641,-112.1357,210.9,9.2,11.0,unknown,817632,32260536,11291188,160301,1938037,2246716,35889568,41605846,0.054,13.98,2.83,40788214
473,8848e961a1fffff,phoenix,Tier 1 � Top 10%,0.6225,33.327,-112.2319,210.9,15.2,19.9,unknown,521497,53300016,18655006,264845,3201974,3711965,59295808,68740093,0.054,13.98,2.83,68218596
474,8848eba1c5fffff,phoenix,Tier 1 � Top 10%,0.6225,33.3668,-111.7274,211.1,23.7,33.4,unknown,2648759,83105946,29087081,412949,4992551,5787735,92454648,107180276,0.054,13.98,2.83,104531517
475,8848ebaf25fffff,phoenix,Tier 1 � Top 10%,0.6225,33.4598,-111.6745,211.0,25.9,37.1,unknown,873452,90820422,31787148,451282,5455995,6324993,101036936,117129500,0.054,13.98,2.83,116256049
476,8848ebb757fffff,phoenix,Tier 1 � Top 10%,0.6225,33.2006,-111.9132,211.3,22.4,31.3,unknown,941853,78547392,27491587,390298,4718698,5470264,87383296,101301190,0.054,13.98,2.83,100359337
477,8829b6db29fffff,phoenix,Tier 1 � Top 10%,0.6225,33.5355,-111.8583,210.7,16.7,22.2,unknown,2110396,58559886,20495960,290981,3517958,4078277,65147368,75523655,0.054,13.98,2.83,73413259
478,8848e96d49fffff,phoenix,Tier 1 � Top 10%,0.6222,33.4005,-112.2083,210.8,11.0,13.6,unknown,585519,38572380,13500333,191664,2317218,2686290,42911440,49746120,0.054,13.98,2.83,49160601
