rank,h3_index,score,acres,dist_km,type,land_val_acre,build_mo,lat,lon,tier
820,88489e35bdfffff,0.5769,207.9,9.1,residential,211180,9,30.3475,-97.7253,Tier 2 — Top 25%
821,88489eadc9fffff,0.5768,208.2,14.6,residential,49273,9,30.1374,-97.7681,Tier 2 — Top 25%
822,88489e3055fffff,0.5767,208.0,15.6,residential,49227,9,30.1653,-97.6320,Tier 2 — Top 25%
823,88489e2513fffff,0.5767,207.8,22.4,vacant,159846,0,30.4644,-97.6969,Tier 2 — Top 25%
824,88489e276dfffff,0.5766,207.8,12.6,residential,211227,9,30.3647,-97.6753,Tier 2 — Top 25%
825,88489e2023fffff,0.5766,207.7,19.0,vacant,49060,0,30.3527,-97.5722,Tier 2 — Top 25%
826,884898584bfffff,0.5765,207.7,34.7,NaN,0,0,30.5790,-97.7299,Tier 2 — Top 25%
827,8848985365fffff,0.5764,207.9,24.3,NaN,0,0,30.4755,-97.8206,Tier 2 — Top 25%
828,88489e2e27fffff,0.5764,207.6,27.3,NaN,0,0,30.4609,-97.5688,Tier 2 — Top 25%
829,88489e25d5fffff,0.5763,207.8,24.5,residential,104925,9,30.4866,-97.7240,Tier 2 — Top 25%
830,8848985307fffff,0.5762,208.0,27.5,NaN,0,0,30.4978,-97.8477,Tier 2 — Top 25%
831,88489e2c21fffff,0.5761,207.5,33.1,NaN,0,0,30.5082,-97.5410,Tier 2 — Top 25%
832,88489e3617fffff,0.5758,208.2,7.5,residential,279365,9,30.2439,-97.8158,Tier 2 — Top 25%
833,884898c86bfffff,0.5757,208.2,19.0,residential,49059,9,30.3644,-97.9056,Tier 2 — Top 25%
834,88489e3035fffff,0.5756,207.9,15.5,open_space,49229,0,30.1972,-97.6034,Tier 2 — Top 25%
835,8848985363fffff,0.5756,208.0,25.6,NaN,0,0,30.4827,-97.8364,Tier 2 — Top 25%
836,88489e2601fffff,0.5755,208.0,13.4,open_space,238452,0,30.3845,-97.7737,Tier 2 — Top 25%
837,88489eacbbfffff,0.5754,208.3,12.6,residential,77335,9,30.1890,-97.8379,Tier 2 — Top 25%
838,88489e340bfffff,0.5754,208.1,3.4,residential,767965,9,30.2762,-97.7770,Tier 2 — Top 25%
839,884898d8b7fffff,0.5753,208.4,22.4,NaN,0,0,30.3001,-97.9730,Tier 2 — Top 25%
840,88489e3357fffff,0.5753,208.0,21.5,residential,48937,9,30.1201,-97.5985,Tier 2 — Top 25%
841,88489e3b41fffff,0.5752,207.6,34.5,NaN,0,0,30.1574,-97.4070,Tier 2 — Top 25%
842,88489eac39fffff,0.5752,208.3,16.1,vacant,49199,0,30.1288,-97.7931,Tier 2 — Top 25%
843,88489e2623fffff,0.5751,207.9,14.9,residential,370172,9,30.4006,-97.7543,Tier 2 — Top 25%
844,88489e20bdfffff,0.5751,207.7,19.3,residential,103521,9,30.4051,-97.6216,Tier 2 — Top 25%
845,88489e24c5fffff,0.5748,207.9,22.7,residential,112924,9,30.4694,-97.7741,Tier 2 — Top 25%
846,88489eadcbfffff,0.5747,208.2,13.9,residential,55555,9,30.1449,-97.7737,Tier 2 — Top 25%
847,884898c881fffff,0.5745,208.2,27.5,unknown,48644,12,30.4321,-97.9561,Tier 2 — Top 25%
848,88489e2543fffff,0.5744,207.8,18.7,residential,263173,9,30.4264,-97.6792,Tier 2 — Top 25%
849,88489e2117fffff,0.5741,207.6,22.4,NaN,0,0,30.3616,-97.5370,Tier 2 — Top 25%
850,88489e2e8bfffff,0.5741,207.7,27.1,NaN,0,0,30.4969,-97.6478,Tier 2 — Top 25%
851,884898d823fffff,0.5741,208.4,17.7,residential,49124,9,30.2323,-97.9225,Tier 2 — Top 25%
852,88489e303bfffff,0.5741,207.9,13.9,vacant,55721,0,30.1965,-97.6238,Tier 2 — Top 25%
853,8848985221fffff,0.5741,208.1,29.5,NaN,0,0,30.4960,-97.8988,Tier 2 — Top 25%
854,88489e2e4dfffff,0.5739,207.7,21.5,NaN,0,0,30.4137,-97.5965,Tier 2 — Top 25%
855,8848985101fffff,0.5739,207.9,31.8,NaN,0,0,30.5451,-97.8200,Tier 2 — Top 25%
856,884898db11fffff,0.5738,208.4,20.0,residential,49008,9,30.1781,-97.9241,Tier 2 — Top 25%
857,88489e2549fffff,0.5737,207.8,17.2,residential,299075,9,30.4109,-97.6782,Tier 2 — Top 25%
858,88489e2b57fffff,0.5737,207.4,34.2,NaN,0,0,30.3430,-97.3979,Tier 2 — Top 25%
859,8848985a5bfffff,0.5736,207.8,30.4,NaN,0,0,30.5386,-97.7837,Tier 2 — Top 25%
860,88489e2647fffff,0.5736,208.0,11.7,residential,206031,9,30.3691,-97.7728,Tier 2 — Top 25%
861,88489e30a5fffff,0.5735,207.9,12.2,vacant,84252,0,30.2352,-97.6211,Tier 2 — Top 25%
862,88489e2655fffff,0.5735,208.0,12.9,residential,171033,9,30.3762,-97.7886,Tier 2 — Top 25%
863,88489eacc1fffff,0.5735,208.3,16.4,residential,49633,9,30.1427,-97.8349,Tier 2 — Top 25%
864,884898c85bfffff,0.5733,208.3,23.1,NaN,0,0,30.3704,-97.9521,Tier 2 — Top 25%
865,88489e3411fffff,0.5733,208.1,5.1,residential,504060,9,30.2913,-97.7882,Tier 2 — Top 25%
866,88489e2595fffff,0.5732,207.8,27.1,NaN,0,0,30.5099,-97.7203,Tier 2 — Top 25%
867,8848985b03fffff,0.5732,207.6,32.8,NaN,0,0,30.5575,-97.6824,Tier 2 — Top 25%
868,88489e2735fffff,0.5730,207.8,16.8,residential,361714,9,30.4106,-97.6884,Tier 2 — Top 25%
869,884898d82bfffff,0.5728,208.4,18.3,residential,49092,9,30.2244,-97.9271,Tier 2 — Top 25%
870,88489e2a2bfffff,0.5727,207.5,31.0,NaN,0,0,30.3496,-97.4341,Tier 2 — Top 25%
871,884898d8a7fffff,0.5726,208.4,20.1,vacant,49003,0,30.2854,-97.9516,Tier 2 — Top 25%
872,884898d813fffff,0.5726,208.4,21.9,residential,48914,9,30.2384,-97.9690,Tier 2 — Top 25%
873,88489eac0bfffff,0.5726,208.3,18.1,vacant,68632,0,30.1130,-97.8023,Tier 2 — Top 25%
874,88489e3529fffff,0.5726,207.9,6.7,residential,338178,9,30.2797,-97.6750,Tier 2 — Top 25%
875,88489e2495fffff,0.5724,207.9,27.1,open_space,144783,0,30.5074,-97.7919,Tier 2 — Top 25%
876,88489e35c1fffff,0.5724,208.0,4.6,residential,568160,9,30.3085,-97.7382,Tier 2 — Top 25%
877,88489e3491fffff,0.5724,208.1,11.8,residential,95049,9,30.3440,-97.8274,Tier 2 — Top 25%
878,88489e32a9fffff,0.5720,208.0,12.8,open_space,72991,0,30.1718,-97.6682,Tier 2 — Top 25%
879,88489e22bdfffff,0.5720,207.8,12.6,residential,125080,9,30.3500,-97.6539,Tier 2 — Top 25%
880,8848985a23fffff,0.5720,207.7,33.0,NaN,0,0,30.5636,-97.7289,Tier 2 — Top 25%
881,884898c91bfffff,0.5719,208.1,19.3,open_space,49045,0,30.3963,-97.8769,Tier 2 — Top 25%
882,884898c825fffff,0.5719,208.1,18.9,residential,49062,9,30.3884,-97.8815,Tier 2 — Top 25%
883,88489e3455fffff,0.5718,208.1,3.7,commercial,713453,16,30.2683,-97.7816,Tier 2 — Top 25%
884,88489e2721fffff,0.5718,207.8,15.6,vacant,298761,0,30.3955,-97.6772,Tier 2 — Top 25%
885,88489e25a9fffff,0.5716,207.7,25.9,NaN,0,0,30.4955,-97.6887,Tier 2 — Top 25%
886,88489e2507fffff,0.5716,207.7,21.7,residential,152784,9,30.4500,-97.6653,Tier 2 — Top 25%
887,88489e2709fffff,0.5716,207.9,12.9,residential,397972,9,30.3791,-97.7069,Tier 2 — Top 25%
888,8848985209fffff,0.5715,208.1,29.6,NaN,0,0,30.4795,-97.9285,Tier 2 — Top 25%
889,88489e2243fffff,0.5715,207.9,10.6,residential,128646,9,30.2657,-97.6332,Tier 2 — Top 25%
890,884898cb45fffff,0.5714,208.2,12.9,residential,71086,9,30.3038,-97.8709,Tier 2 — Top 25%
891,88489eac47fffff,0.5713,208.3,19.4,NaN,0,0,30.0979,-97.7911,Tier 2 — Top 25%
892,88489e24e3fffff,0.5713,207.9,24.3,residential,90496,9,30.4852,-97.7649,Tier 2 — Top 25%
893,884898534dfffff,0.5712,208.0,23.7,NaN,0,0,30.4591,-97.8503,Tier 2 — Top 25%
894,8848985105fffff,0.5711,207.9,31.6,NaN,0,0,30.5454,-97.8097,Tier 2 — Top 25%
895,88489e2f0bfffff,0.5711,207.5,28.1,NaN,0,0,30.4465,-97.5372,Tier 2 — Top 25%
896,88489e2c9dfffff,0.5710,207.5,34.5,NaN,0,0,30.5595,-97.6211,Tier 2 — Top 25%
897,88489e3763fffff,0.5710,208.0,6.4,commercial,366029,16,30.2167,-97.7119,Tier 2 — Top 25%
898,88489e2115fffff,0.5708,207.6,22.5,NaN,0,0,30.3541,-97.5314,Tier 2 — Top 25%
899,8848985b45fffff,0.5708,207.7,29.7,NaN,0,0,30.5270,-97.6702,Tier 2 — Top 25%
900,884898d949fffff,0.5708,208.3,15.8,residential,49218,9,30.1875,-97.8787,Tier 2 — Top 25%
901,88489e3b0dfffff,0.5707,207.6,34.8,NaN,0,0,30.1732,-97.3978,Tier 2 — Top 25%
902,8848985a3dfffff,0.5707,207.7,32.9,NaN,0,0,30.5633,-97.7391,Tier 2 — Top 25%
903,88489e26bbfffff,0.5707,208.0,22.7,residential,91744,9,30.4601,-97.8196,Tier 2 — Top 25%
904,884898516dfffff,0.5706,207.9,28.8,NaN,0,0,30.5228,-97.7929,Tier 2 — Top 25%
905,88489e2249fffff,0.5705,207.9,10.8,vacant,120634,0,30.2503,-97.6322,Tier 2 — Top 25%
906,88489e3747fffff,0.5705,208.1,6.7,industrial,335024,12,30.2084,-97.7267,Tier 2 — Top 25%
907,88489e2eb7fffff,0.5705,207.6,31.0,NaN,0,0,30.5284,-97.6293,Tier 2 — Top 25%
908,88489e273bfffff,0.5704,207.8,16.2,residential,516939,9,30.4099,-97.7088,Tier 2 — Top 25%
909,88489e2489fffff,0.5702,207.9,24.5,residential,110826,9,30.4845,-97.7853,Tier 2 — Top 25%
910,88489e2c49fffff,0.5702,207.6,27.6,NaN,0,0,30.4685,-97.5744,Tier 2 — Top 25%
911,884898c88bfffff,0.5701,208.2,28.2,NaN,0,0,30.4317,-97.9664,Tier 2 — Top 25%
912,884898c9d7fffff,0.5701,208.1,24.2,NaN,0,0,30.4339,-97.9050,Tier 2 — Top 25%
913,884898c8d7fffff,0.5700,208.2,28.9,NaN,0,0,30.4314,-97.9766,Tier 2 — Top 25%
914,88489e2413fffff,0.5700,207.9,21.8,residential,137776,9,30.4619,-97.7685,Tier 2 — Top 25%
915,88489eadedfffff,0.5699,208.2,13.5,residential,62004,9,30.1464,-97.7329,Tier 2 — Top 25%
916,88489e2e35fffff,0.5699,207.6,27.0,NaN,0,0,30.4681,-97.5846,Tier 2 — Top 25%
917,88489e2e53fffff,0.5698,207.7,22.4,NaN,0,0,30.4435,-97.6291,Tier 2 — Top 25%
918,88489ea59bfffff,0.5698,208.5,26.8,NaN,0,0,30.1224,-97.9664,Tier 2 — Top 25%
919,88489e0417fffff,0.5698,207.8,31.5,NaN,0,0,30.0931,-97.4847,Tier 2 — Top 25%
920,884898c8b9fffff,0.5697,208.2,28.7,NaN,0,0,30.4475,-97.9571,Tier 2 — Top 25%
921,88489e242bfffff,0.5696,207.8,20.2,vacant,246981,0,30.4479,-97.7266,Tier 2 — Top 25%
922,884898cb2bfffff,0.5695,208.2,13.7,residential,58100,9,30.3350,-97.8627,Tier 2 — Top 25%
923,88489e206bfffff,0.5694,207.7,16.7,residential,49169,9,30.3216,-97.5805,Tier 2 — Top 25%
924,88489e2497fffff,0.5693,207.9,28.0,NaN,0,0,30.5150,-97.7975,Tier 2 — Top 25%
925,88489e2ec1fffff,0.5692,207.7,25.0,NaN,0,0,30.4740,-97.6412,Tier 2 — Top 25%
926,8848985b0bfffff,0.5692,207.7,31.9,NaN,0,0,30.5496,-97.6870,Tier 2 — Top 25%
927,8848985847fffff,0.5692,207.7,35.7,NaN,0,0,30.5873,-97.7150,Tier 2 — Top 25%
928,88489e32b1fffff,0.5690,208.0,9.8,commercial,153890,16,30.1944,-97.6849,Tier 2 — Top 25%
929,88489e20d7fffff,0.5690,207.8,16.1,residential,177924,9,30.3887,-97.6512,Tier 2 — Top 25%
930,884898d9c7fffff,0.5690,208.3,16.0,residential,49208,9,30.2560,-97.9087,Tier 2 — Top 25%
931,8848985251fffff,0.5689,208.1,30.7,NaN,0,0,30.4787,-97.9489,Tier 2 — Top 25%
932,88489e3011fffff,0.5688,208.0,13.3,vacant,64148,0,30.1883,-97.6386,Tier 2 — Top 25%
933,88489e3017fffff,0.5687,207.9,13.1,vacant,67591,0,30.1962,-97.6339,Tier 2 — Top 25%
934,88489e251bfffff,0.5686,207.8,21.4,vacant,194032,0,30.4565,-97.7016,Tier 2 — Top 25%
935,884898d827fffff,0.5686,208.3,16.7,residential,49171,9,30.2327,-97.9123,Tier 2 — Top 25%
936,884898ca1dfffff,0.5686,208.3,22.5,commercial,48889,16,30.3313,-97.9648,Tier 2 — Top 25%
937,88489e2e29fffff,0.5685,207.6,25.3,NaN,0,0,30.4452,-97.5780,Tier 2 — Top 25%
938,884898d8e7fffff,0.5683,208.4,20.4,industrial,48991,12,30.2621,-97.9552,Tier 2 — Top 25%
939,88489e0e9bfffff,0.5683,207.6,36.1,NaN,0,0,30.1424,-97.3959,Tier 2 — Top 25%
940,88489e208dfffff,0.5683,207.7,17.0,vacant,105771,0,30.3819,-97.6252,Tier 2 — Top 25%
941,88489e2667fffff,0.5682,207.9,12.3,residential,336377,9,30.3777,-97.7477,Tier 2 — Top 25%
942,884898515dfffff,0.5682,207.9,30.5,NaN,0,0,30.5289,-97.8394,Tier 2 — Top 25%
943,88489e346dfffff,0.5681,208.1,1.5,residential,1247416,9,30.2543,-97.7398,Tier 2 — Top 25%
944,884898511bfffff,0.5681,207.9,34.1,NaN,0,0,30.5594,-97.8517,Tier 2 — Top 25%
945,884898cb37fffff,0.5681,208.2,15.8,open_space,49217,0,30.3579,-97.8693,Tier 2 — Top 25%
946,88489e3241fffff,0.5681,208.1,21.0,vacant,48960,0,30.0950,-97.6531,Tier 2 — Top 25%
947,88489e2c25fffff,0.5680,207.5,33.7,NaN,0,0,30.5085,-97.5308,Tier 2 — Top 25%
948,884898c9e9fffff,0.5680,208.1,20.1,open_space,49006,0,30.4121,-97.8677,Tier 2 — Top 25%
949,88489e2021fffff,0.5678,207.7,19.0,NaN,0,0,30.3452,-97.5667,Tier 2 — Top 25%
950,88489e360bfffff,0.5677,208.2,8.2,residential,233172,9,30.2209,-97.8093,Tier 2 — Top 25%
951,8848985321fffff,0.5677,207.9,27.0,NaN,0,0,30.4985,-97.8272,Tier 2 — Top 25%
952,884898c98bfffff,0.5674,208.1,23.6,residential,48833,9,30.4343,-97.8948,Tier 2 — Top 25%
953,88489eac95fffff,0.5674,208.3,13.5,residential,61285,9,30.1811,-97.8425,Tier 2 — Top 25%
954,884898536bfffff,0.5672,208.0,24.9,NaN,0,0,30.4748,-97.8410,Tier 2 — Top 25%
955,88489e2235fffff,0.5672,207.8,13.4,open_space,62451,0,30.3051,-97.6101,Tier 2 — Top 25%
956,88489e3b01fffff,0.5671,207.6,34.0,NaN,0,0,30.1807,-97.4034,Tier 2 — Top 25%
957,88489e242dfffff,0.5671,207.8,19.5,industrial,284978,12,30.4407,-97.7108,Tier 2 — Top 25%
958,88489e36b9fffff,0.5670,208.2,9.6,residential,164973,9,30.2894,-97.8393,Tier 2 — Top 25%
959,88489eace7fffff,0.5670,208.3,13.4,residential,63013,9,30.1592,-97.8053,Tier 2 — Top 25%
960,88489e245bfffff,0.5670,207.9,18.5,residential,200267,9,30.4307,-97.7767,Tier 2 — Top 25%
961,884898c945fffff,0.5670,208.1,13.7,residential,60809,9,30.3590,-97.8386,Tier 2 — Top 25%
962,884898c8cdfffff,0.5669,208.2,25.1,NaN,0,0,30.4013,-97.9541,Tier 2 — Top 25%
963,88489e2019fffff,0.5669,207.8,14.7,residential,65801,9,30.3435,-97.6177,Tier 2 — Top 25%
964,884898cd25fffff,0.5668,208.1,32.7,NaN,0,0,30.4938,-97.9602,Tier 2 — Top 25%
965,884898d967fffff,0.5668,208.3,11.5,residential,101222,9,30.2120,-97.8445,Tier 2 — Top 25%
966,88489e2c17fffff,0.5667,207.5,32.3,NaN,0,0,30.5222,-97.5829,Tier 2 — Top 25%
967,88489e2d15fffff,0.5667,207.4,35.9,NaN,0,0,30.5170,-97.5058,Tier 2 — Top 25%
968,884898584dfffff,0.5667,207.7,34.0,NaN,0,0,30.5719,-97.7141,Tier 2 — Top 25%
969,88489e32e7fffff,0.5666,208.0,13.8,vacant,56922,0,30.1643,-97.6626,Tier 2 — Top 25%
970,88489e2c8dfffff,0.5666,207.5,33.8,NaN,0,0,30.5448,-97.5996,Tier 2 — Top 25%
971,88489e3acdfffff,0.5666,207.7,23.4,residential,48840,9,30.2003,-97.5117,Tier 2 — Top 25%
972,88489e2867fffff,0.5665,207.4,36.5,NaN,0,0,30.3896,-97.3906,Tier 2 — Top 25%
973,88489e271bfffff,0.5665,207.9,14.9,residential,547851,9,30.4013,-97.7339,Tier 2 — Top 25%
974,88489e2c5dfffff,0.5664,207.6,28.4,NaN,0,0,30.4835,-97.5856,Tier 2 — Top 25%
975,88489e05b1fffff,0.5662,207.7,32.7,NaN,0,0,30.1489,-97.4320,Tier 2 — Top 25%
976,8848985a4dfffff,0.5662,207.8,27.7,residential,67375,9,30.5167,-97.7464,Tier 2 — Top 25%
977,8848985309fffff,0.5661,208.0,26.3,open_space,104681,0,30.4820,-97.8569,Tier 2 — Top 25%
978,8848985a5dfffff,0.5660,207.8,29.5,NaN,0,0,30.5314,-97.7678,Tier 2 — Top 25%
979,88489e2e13fffff,0.5658,207.7,24.9,NaN,0,0,30.4668,-97.6254,Tier 2 — Top 25%
980,884898cb23fffff,0.5658,208.1,13.9,residential,56017,9,30.3429,-97.8581,Tier 2 — Top 25%
981,88489e3589fffff,0.5658,208.0,6.3,residential,371313,9,30.3239,-97.7392,Tier 2 — Top 25%
982,88489e320bfffff,0.5657,208.1,18.4,vacant,49086,0,30.1180,-97.6597,Tier 2 — Top 25%
983,8848985341fffff,0.5655,208.0,24.7,NaN,0,0,30.4666,-97.8559,Tier 2 — Top 25%
984,8848985139fffff,0.5655,207.9,33.5,NaN,0,0,30.5605,-97.8210,Tier 2 — Top 25%
985,8848985a1bfffff,0.5654,207.8,33.0,NaN,0,0,30.5619,-97.7800,Tier 2 — Top 25%
986,88489e271dfffff,0.5652,207.9,14.3,commercial,590764,16,30.3941,-97.7181,Tier 2 — Top 25%
987,884898d96bfffff,0.5652,208.3,13.2,residential,66284,9,30.2037,-97.8593,Tier 2 — Top 25%
988,88489e25d7fffff,0.5647,207.8,25.3,NaN,0,0,30.4941,-97.7296,Tier 2 — Top 25%
989,884898c913fffff,0.5647,208.1,19.6,open_space,49027,0,30.4042,-97.8723,Tier 2 — Top 25%
990,88489e309dfffff,0.5646,208.0,7.8,industrial,257023,12,30.2335,-97.6721,Tier 2 — Top 25%
991,88489e3485fffff,0.5646,208.1,8.6,residential,210207,9,30.3296,-97.7958,Tier 2 — Top 25%
992,88489e2e85fffff,0.5645,207.6,27.9,NaN,0,0,30.4976,-97.6274,Tier 2 — Top 25%
993,88489e333dfffff,0.5645,207.9,22.2,residential,48903,9,30.1366,-97.5690,Tier 2 — Top 25%
994,88489eac09fffff,0.5644,208.3,18.7,vacant,68990,0,30.1054,-97.7967,Tier 2 — Top 25%
995,8848985057fffff,0.5643,208.0,34.6,NaN,0,0,30.5418,-97.9121,Tier 2 — Top 25%
996,88489e2723fffff,0.5643,207.8,16.2,residential,335512,9,30.4031,-97.6828,Tier 2 — Top 25%
997,884898da09fffff,0.5641,208.5,26.0,NaN,0,0,30.1529,-97.9787,Tier 2 — Top 25%
998,884898db07fffff,0.5641,208.4,18.3,residential,49092,9,30.1714,-97.8981,Tier 2 — Top 25%
999,88489e220dfffff,0.5641,207.8,12.0,residential,89660,9,30.2740,-97.6184,Tier 2 — Top 25%
1000,8848985a8dfffff,0.5640,207.8,36.4,NaN,0,0,30.5927,-97.7820,Tier 2 — Top 25%
1001,88489e2eb5fffff,0.5639,207.6,30.4,NaN,0,0,30.5209,-97.6237,Tier 2 — Top 25%
1002,884898505dfffff,0.5639,208.0,33.0,NaN,0,0,30.5264,-97.9111,Tier 2 — Top 25%
1003,88489e2111fffff,0.5638,207.6,21.6,NaN,0,0,30.3538,-97.5416,Tier 2 — Top 25%
1004,884898db01fffff,0.5638,208.4,19.2,residential,49049,9,30.1635,-97.9027,Tier 2 — Top 25%
1005,8848985113fffff,0.5637,207.9,34.8,NaN,0,0,30.5673,-97.8471,Tier 2 — Top 25%
1006,88489eaee1fffff,0.5636,208.4,21.3,vacant,140533,0,30.0961,-97.8421,Tier 2 — Top 25%
1007,88489e35c7fffff,0.5634,208.0,5.5,residential,450428,9,30.3163,-97.7336,Tier 2 — Top 25%
1008,88489e2e6bfffff,0.5634,207.6,23.4,NaN,0,0,30.4295,-97.5873,Tier 2 — Top 25%
1009,88489e2559fffff,0.5632,207.8,18.1,residential,354358,9,30.4257,-97.6996,Tier 2 — Top 25%
1010,8848985849fffff,0.5632,207.7,33.9,NaN,0,0,30.5715,-97.7243,Tier 2 — Top 25%
1011,8848985149fffff,0.5631,207.9,28.6,NaN,0,0,30.5139,-97.8282,Tier 2 — Top 25%
1012,884898db17fffff,0.5631,208.4,19.2,residential,49048,9,30.1860,-97.9195,Tier 2 — Top 25%
1013,884898c853fffff,0.5630,208.3,23.2,vacant,48853,0,30.3783,-97.9475,Tier 2 — Top 25%
1014,88489e2cadfffff,0.5630,207.5,35.7,NaN,0,0,30.5534,-97.5746,Tier 2 — Top 25%
1015,8848985b37fffff,0.5630,207.6,35.6,NaN,0,0,30.5811,-97.6685,Tier 2 — Top 25%
1016,884898d98dfffff,0.5628,208.3,15.5,multifamily,49232,20,30.2639,-97.9041,Tier 2 — Top 25%
1017,88489e0489fffff,0.5628,207.8,27.9,NaN,0,0,30.1153,-97.5115,Tier 2 — Top 25%
1018,88489e25b9fffff,0.5627,207.7,27.2,NaN,0,0,30.5102,-97.7101,Tier 2 — Top 25%
1019,88489e2517fffff,0.5626,207.7,22.6,residential,147610,9,30.4647,-97.6867,Tier 2 — Top 25%
1020,8848985959fffff,0.5626,207.6,36.3,NaN,0,0,30.5886,-97.6741,Tier 2 — Top 25%
1021,88489e3515fffff,0.5625,208.0,4.6,residential,568499,9,30.2941,-97.7066,Tier 2 — Top 25%
1022,88489e270dfffff,0.5625,207.9,13.3,residential,356169,9,30.3794,-97.6967,Tier 2 — Top 25%
1023,8848985035fffff,0.5625,207.9,35.7,NaN,0,0,30.5662,-97.8778,Tier 2 — Top 25%
1024,88489e21edfffff,0.5625,207.6,23.2,NaN,0,0,30.3695,-97.5324,Tier 2 — Top 25%
1025,88489e20b1fffff,0.5624,207.7,19.6,residential,113444,9,30.4127,-97.6271,Tier 2 — Top 25%
1026,88489eadbdfffff,0.5624,208.1,9.2,residential,178736,9,30.1844,-97.7507,Tier 2 — Top 25%
1027,88489e3561fffff,0.5624,207.9,6.6,residential,342013,9,30.2643,-97.6740,Tier 2 — Top 25%
1028,88489e2821fffff,0.5623,207.3,37.1,NaN,0,0,30.4050,-97.3915,Tier 2 — Top 25%
