rank,h3_index,score,acres,dist_km,type,land_val_acre,build_mo,lat,lon,tier
104,88489e30e7fffff,0.6875,207.9,12.1,residential,88176,9,30.2195,-97.6303,Tier 1 — Top 10%
105,88489e32a1fffff,0.6875,208.0,12.4,infrastructure,81629,0,30.1797,-97.6635,Tier 1 — Top 10%
106,88489e06b5fffff,0.6869,207.9,28.6,NaN,0,0,30.0917,-97.5254,Tier 1 — Top 10%
107,88489e32d9fffff,0.6868,208.1,12.7,residential,74328,9,30.1546,-97.7181,Tier 1 — Top 10%
108,88489e274bfffff,0.6865,207.9,11.0,residential,299074,9,30.3633,-97.7161,Tier 1 — Top 10%
109,88489eaed1fffff,0.6859,208.4,23.1,NaN,0,0,30.1021,-97.8884,Tier 1 — Top 10%
110,88489e34a9fffff,0.6849,208.0,8.1,residential,238430,9,30.3300,-97.7856,Tier 1 — Top 10%
111,884898cb19fffff,0.6848,208.2,17.1,residential,49153,9,30.3335,-97.9035,Tier 1 — Top 10%
112,88489e30e3fffff,0.6848,207.9,11.2,vacant,109123,0,30.2191,-97.6405,Tier 1 — Top 10%
113,88489e225bfffff,0.6848,207.9,8.1,industrial,238828,12,30.2726,-97.6592,Tier 1 — Top 10%
114,88489e35b9fffff,0.6842,208.0,8.9,residential,203598,9,30.3472,-97.7355,Tier 1 — Top 10%
115,88489e30d1fffff,0.6842,208.0,8.1,infrastructure,237831,0,30.2177,-97.6813,Tier 1 — Top 10%
116,88489e2263fffff,0.6836,207.8,13.0,residential,70182,9,30.2743,-97.6082,Tier 1 — Top 10%
117,884898d931fffff,0.6827,208.3,12.2,residential,84984,9,30.2421,-97.8669,Tier 1 — Top 10%
118,88489e366dfffff,0.6825,208.2,8.1,commercial,239396,16,30.1991,-97.7721,Tier 1 — Top 10%
119,88489e3257fffff,0.6822,208.1,18.1,vacant,49104,0,30.1176,-97.6698,Tier 1 — Top 10%
120,88489e30d5fffff,0.6820,208.0,8.8,vacant,198698,0,30.2181,-97.6711,Tier 1 — Top 10%
121,88489e3527fffff,0.6819,207.9,8.1,residential,239628,9,30.2955,-97.6658,Tier 1 — Top 10%
122,88489ea8b7fffff,0.6818,208.1,20.4,NaN,0,0,30.0943,-97.6735,Tier 1 — Top 10%
123,88489eaec7fffff,0.6818,208.4,22.3,NaN,0,0,30.0953,-97.8625,Tier 1 — Top 10%
124,88489e3593fffff,0.6816,208.0,9.8,residential,189416,9,30.3540,-97.7616,Tier 1 — Top 10%
125,88489e2215fffff,0.6807,207.8,10.9,residential,118977,9,30.2966,-97.6352,Tier 1 — Top 10%
126,88489e2757fffff,0.6796,207.9,13.4,industrial,500220,12,30.3863,-97.7227,Tier 1 — Top 10%
127,88489e3a37fffff,0.6794,207.7,27.3,NaN,0,0,30.2095,-97.4663,Tier 1 — Top 10%
128,88489e36bdfffff,0.6794,208.2,8.6,residential,208235,9,30.2898,-97.8290,Tier 1 — Top 10%
129,88489e30b5fffff,0.6794,207.9,9.9,industrial,153180,12,30.2500,-97.6424,Tier 1 — Top 10%
130,88489e2c57fffff,0.6793,207.6,29.8,NaN,0,0,30.4989,-97.5865,Tier 1 — Top 10%
131,88489e34b7fffff,0.6792,208.0,11.6,residential,124219,9,30.3605,-97.7978,Tier 1 — Top 10%
132,88489e3a3dfffff,0.6792,207.7,27.9,NaN,0,0,30.1941,-97.4654,Tier 1 — Top 10%
133,88489e2605fffff,0.6787,208.0,13.2,residential,286744,9,30.3848,-97.7635,Tier 1 — Top 10%
134,88489e32dbfffff,0.6786,208.1,11.8,residential,93503,9,30.1621,-97.7237,Tier 1 — Top 10%
135,88489e266dfffff,0.6781,208.0,10.6,residential,258019,9,30.3622,-97.7467,Tier 1 — Top 10%
136,88489eac5dfffff,0.6779,208.3,20.0,vacant,96644,0,30.0972,-97.8115,Tier 1 — Top 10%
137,88489e04c9fffff,0.6777,207.9,29.3,NaN,0,0,30.0920,-97.5152,Tier 1 — Top 10%
138,88489e275dfffff,0.6775,207.9,11.7,unknown,355497,12,30.3708,-97.7217,Tier 1 — Top 10%
139,88489e3483fffff,0.6772,208.1,10.2,residential,142083,9,30.3368,-97.8116,Tier 1 — Top 10%
140,88489e30a3fffff,0.6768,207.9,10.6,residential,128147,9,30.2424,-97.6369,Tier 1 — Top 10%
141,88489e3597fffff,0.6760,208.0,9.7,commercial,212043,16,30.3544,-97.7513,Tier 1 — Top 10%
142,88489e3289fffff,0.6752,208.1,12.5,residential,78686,9,30.1632,-97.6931,Tier 1 — Top 10%
143,88489e2291fffff,0.6748,207.9,10.7,residential,179699,9,30.3489,-97.6845,Tier 1 — Top 10%
144,88489e2201fffff,0.6746,207.8,11.5,residential,100344,9,30.2815,-97.6240,Tier 1 — Top 10%
145,884898514bfffff,0.6745,207.9,29.6,NaN,0,0,30.5214,-97.8338,Tier 1 — Top 10%
146,88489e35b5fffff,0.6745,207.9,10.0,residential,252337,9,30.3554,-97.7207,Tier 1 — Top 10%
147,88489e30b3fffff,0.6741,207.9,8.2,industrial,230123,12,30.2571,-97.6582,Tier 1 — Top 10%
148,88489e36cdfffff,0.6735,208.2,9.3,residential,174348,9,30.2432,-97.8363,Tier 1 — Top 10%
149,884898533bfffff,0.6731,208.0,29.5,vacant,117086,0,30.5128,-97.8589,Tier 1 — Top 10%
150,8848985201fffff,0.6727,208.1,30.0,NaN,0,0,30.4873,-97.9239,Tier 1 — Top 10%
151,88489e3653fffff,0.6727,208.2,9.8,residential,154569,9,30.2202,-97.8297,Tier 1 — Top 10%
152,88489e22c5fffff,0.6724,207.9,9.6,residential,161308,9,30.3113,-97.6565,Tier 1 — Top 10%
153,88489ead89fffff,0.6719,208.2,12.0,residential,89173,9,30.1607,-97.7645,Tier 1 — Top 10%
154,88489e32b5fffff,0.6718,208.0,10.4,NaN,0,0,30.1948,-97.6747,Tier 1 — Top 10%
155,88489e30e9fffff,0.6717,207.9,12.2,residential,85236,9,30.2037,-97.6395,Tier 1 — Top 10%
156,88489e22e7fffff,0.6716,207.8,12.2,vacant,85677,0,30.3274,-97.6371,Tier 1 — Top 10%
157,88489e36ddfffff,0.6713,208.2,11.1,commercial,113574,16,30.2579,-97.8577,Tier 1 — Top 10%
158,884898d927fffff,0.6711,208.2,10.0,commercial,146336,16,30.2353,-97.8409,Tier 1 — Top 10%
159,88489e3487fffff,0.6704,208.1,9.6,residential,163975,9,30.3372,-97.8014,Tier 1 — Top 10%
160,88489e2665fffff,0.6699,207.9,11.4,multifamily,313932,20,30.3701,-97.7421,Tier 1 — Top 10%
161,88489e36b7fffff,0.6695,208.1,9.4,residential,173464,9,30.3052,-97.8300,Tier 1 — Top 10%
162,88489e2c69fffff,0.6694,207.5,29.8,NaN,0,0,30.4770,-97.5493,Tier 1 — Top 10%
163,88489eacabfffff,0.6689,208.3,12.5,residential,78977,9,30.1743,-97.8165,Tier 1 — Top 10%
164,88489e35b7fffff,0.6689,207.9,10.8,residential,296620,9,30.3630,-97.7263,Tier 1 — Top 10%
165,88489e220bfffff,0.6684,207.9,10.6,residential,128038,9,30.2811,-97.6342,Tier 1 — Top 10%
166,88489e3697fffff,0.6683,208.2,11.2,residential,108421,9,30.2966,-97.8551,Tier 1 — Top 10%
167,88489e2663fffff,0.6679,208.0,12.3,residential,288794,9,30.3773,-97.7579,Tier 1 — Top 10%
168,88489e31d3fffff,0.6675,207.9,13.0,industrial,69453,12,30.2277,-97.6155,Tier 1 — Top 10%
169,88489e308bfffff,0.6672,208.0,8.7,residential,205910,9,30.2260,-97.6665,Tier 1 — Top 10%
170,88489e2255fffff,0.6672,207.9,10.0,residential,146334,9,30.2733,-97.6388,Tier 1 — Top 10%
171,8848985b41fffff,0.6671,207.7,29.5,NaN,0,0,30.5267,-97.6804,Tier 1 — Top 10%
172,88489e221dfffff,0.6667,207.9,10.2,residential,140365,9,30.2887,-97.6398,Tier 1 — Top 10%
173,88489e30c3fffff,0.6662,208.0,9.8,infrastructure,156854,0,30.2105,-97.6655,Tier 1 — Top 10%
174,8848985a59fffff,0.6660,207.8,29.5,NaN,0,0,30.5311,-97.7781,Tier 1 — Top 10%
175,88489e3013fffff,0.6659,208.0,12.4,unknown,81390,12,30.1958,-97.6441,Tier 1 — Top 10%
176,88489ead9dfffff,0.6651,208.2,10.6,commercial,125951,16,30.1758,-97.7757,Tier 1 — Top 10%
177,88489e3a07fffff,0.6644,207.7,27.7,NaN,0,0,30.1863,-97.4700,Tier 1 — Top 10%
178,88489e3769fffff,0.6644,208.1,8.0,industrial,245949,12,30.2012,-97.7109,Tier 1 — Top 10%
179,88489e329dfffff,0.6642,208.1,10.6,vacant,128225,0,30.1783,-97.7043,Tier 1 — Top 10%
180,88489e2423fffff,0.6640,207.8,21.1,vacant,208371,0,30.4558,-97.7220,Tier 1 — Top 10%
181,88489e3649fffff,0.6638,208.2,10.6,residential,128463,9,30.1901,-97.8073,Tier 1 — Top 10%
182,88489e3765fffff,0.6636,208.0,7.8,residential,252993,9,30.2095,-97.6961,Tier 1 — Top 10%
183,88489e2207fffff,0.6630,207.8,12.1,vacant,86672,0,30.2894,-97.6194,Tier 1 — Top 10%
184,88489e36c9fffff,0.6629,208.2,10.3,residential,137363,9,30.2428,-97.8465,Tier 1 — Top 10%
185,88489eaca5fffff,0.6622,208.2,11.4,residential,103017,9,30.1750,-97.7961,Tier 1 — Top 10%
186,88489e32b9fffff,0.6618,208.0,10.3,residential,135593,9,30.1865,-97.6895,Tier 1 — Top 10%
187,884898cb0dfffff,0.6610,208.2,13.7,unknown,59317,12,30.3192,-97.8719,Tier 1 — Top 10%
188,88489ead97fffff,0.6609,208.2,9.0,residential,187512,9,30.1912,-97.7767,Tier 1 — Top 10%
189,88489e22c3fffff,0.6608,207.9,8.9,residential,196030,9,30.3185,-97.6723,Tier 1 — Top 10%
190,88489e2217fffff,0.6601,207.8,10.6,residential,125607,9,30.3041,-97.6407,Tier 1 — Top 10%
191,88489e3ad7fffff,0.6592,207.7,20.5,industrial,48984,12,30.2305,-97.5340,Tier 1 — Top 10%
192,88489ead95fffff,0.6583,208.2,9.7,residential,160422,9,30.1837,-97.7711,Tier 1 — Top 10%
193,88489e30bdfffff,0.6576,207.9,9.6,NaN,0,0,30.2421,-97.6471,Tier 1 — Top 10%
194,88489e2753fffff,0.6574,207.9,13.2,industrial,464348,12,30.3859,-97.7329,Tier 1 — Top 10%
195,884898d925fffff,0.6572,208.2,9.9,residential,152265,9,30.2278,-97.8353,Tier 1 — Top 10%
196,88489e22e5fffff,0.6572,207.8,12.2,vacant,85063,0,30.3199,-97.6315,Tier 1 — Top 10%
197,8848985161fffff,0.6570,207.9,29.7,NaN,0,0,30.5304,-97.7985,Tier 1 — Top 10%
198,88489e30c1fffff,0.6570,208.0,10.7,infrastructure,123548,0,30.2030,-97.6599,Tier 1 — Top 10%
199,88489e2229fffff,0.6560,207.8,13.5,NaN,0,0,30.2822,-97.6036,Tier 1 — Top 10%
200,88489eadc7fffff,0.6553,208.2,12.8,residential,73907,9,30.1532,-97.7589,Tier 1 — Top 10%
201,88489e35b3fffff,0.6545,207.9,10.6,residential,281749,9,30.3626,-97.7365,Tier 1 — Top 10%
202,88489e3199fffff,0.6535,207.9,13.2,industrial,66779,12,30.2356,-97.6109,Tier 1 — Top 10%
203,88489eadb3fffff,0.6535,208.1,7.7,residential,259487,9,30.1994,-97.7619,Tier 1 — Top 10%
204,88489e3809fffff,0.6532,207.6,28.8,NaN,0,0,30.2256,-97.4469,Tier 1 — Top 10%
205,88489eadb7fffff,0.6529,208.1,7.5,residential,273312,9,30.1998,-97.7517,Tier 1 — Top 10%
206,88489e22edfffff,0.6525,207.8,11.4,residential,103769,9,30.3120,-97.6361,Tier 1 — Top 10%
207,884898cb25fffff,0.6522,208.1,12.2,residential,85411,9,30.3357,-97.8423,Tier 1 — Top 10%
208,884898cb4dfffff,0.6519,208.2,13.1,residential,67957,9,30.2959,-97.8755,Tier 1 — Top 10%
209,88489e2649fffff,0.6516,208.0,10.3,residential,143838,9,30.3533,-97.7820,Tier 1 — Top 10%
210,884898d935fffff,0.6516,208.3,11.3,residential,108095,9,30.2424,-97.8567,Tier 1 — Top 10%
211,88489e34d3fffff,0.6513,208.1,11.3,residential,107999,9,30.3282,-97.8366,Tier 1 — Top 10%
212,88489e32ddfffff,0.6510,208.1,12.9,residential,71029,9,30.1550,-97.7079,Tier 1 — Top 10%
213,88489e369bfffff,0.6506,208.2,12.4,residential,81092,9,30.2884,-97.8699,Tier 1 — Top 10%
214,8848985b5dfffff,0.6505,207.7,30.0,NaN,0,0,30.5339,-97.6963,Tier 1 — Top 10%
215,88489e35adfffff,0.6504,207.9,8.2,residential,231172,9,30.3328,-97.7039,Tier 1 — Top 10%
216,8848985165fffff,0.6502,207.8,29.6,NaN,0,0,30.5307,-97.7883,Tier 1 — Top 10%
217,88489e2059fffff,0.6495,207.8,13.1,residential,68176,9,30.3202,-97.6213,Tier 1 — Top 10%
218,88489e22a1fffff,0.6491,207.8,13.1,industrial,89519,12,30.3428,-97.6381,Tier 1 — Top 10%
219,88489e35e7fffff,0.6491,207.9,7.2,commercial,295504,16,30.3249,-97.7085,Tier 1 — Top 10%
220,88489e30d3fffff,0.6490,208.0,7.1,residential,302253,9,30.2252,-97.6869,Tier 1 — Top 10%
221,88489e3691fffff,0.6485,208.2,11.4,residential,102901,9,30.2887,-97.8597,Tier 1 — Top 10%
222,88489eadadfffff,0.6484,208.1,10.9,residential,117227,9,30.1697,-97.7293,Tier 1 — Top 10%
223,88489e22b5fffff,0.6482,207.8,13.5,residential,130066,9,30.3579,-97.6493,Tier 1 — Top 10%
224,88489e31e9fffff,0.6480,207.8,18.1,industrial,49101,12,30.2061,-97.5682,Tier 1 — Top 10%
225,88489e2287fffff,0.6474,207.8,11.6,vacant,117797,0,30.3421,-97.6585,Tier 1 — Top 10%
226,884898d9adfffff,0.6470,208.3,13.1,residential,68524,9,30.2726,-97.8791,Tier 1 — Top 10%
227,88489e30dbfffff,0.6470,208.0,7.4,residential,280440,9,30.2174,-97.6915,Tier 1 — Top 10%
228,88489e3567fffff,0.6470,207.9,7.1,vacant,305101,0,30.2722,-97.6694,Tier 1 — Top 10%
229,88489eada3fffff,0.6465,208.1,9.2,residential,181678,9,30.1847,-97.7405,Tier 1 — Top 10%
230,884898c98dfffff,0.6464,208.1,22.0,open_space,48909,0,30.4271,-97.8789,Tier 1 — Top 10%
231,88489e3099fffff,0.6454,208.0,7.0,residential,315591,9,30.2331,-97.6823,Tier 1 — Top 10%
232,88489e30c5fffff,0.6453,208.0,11.4,vacant,103079,0,30.2034,-97.6497,Tier 1 — Top 10%
233,88489eac21fffff,0.6452,208.2,16.3,industrial,49190,12,30.1219,-97.7671,Tier 1 — Top 10%
234,88489e30edfffff,0.6452,207.9,13.0,vacant,69965,0,30.2041,-97.6293,Tier 1 — Top 10%
235,884898cb63fffff,0.6450,208.2,12.8,residential,73602,9,30.3196,-97.8617,Tier 1 — Top 10%
236,88489e356dfffff,0.6448,207.9,7.3,residential,292763,9,30.2568,-97.6684,Tier 1 — Top 10%
237,88489e3745fffff,0.6445,208.1,7.7,industrial,264385,12,30.2009,-97.7211,Tier 1 — Top 10%
238,88489e2763fffff,0.6443,207.8,13.6,residential,308557,9,30.3798,-97.6864,Tier 1 — Top 10%
239,88489e35a1fffff,0.6443,207.9,8.8,residential,201937,9,30.3404,-97.7095,Tier 1 — Top 10%
240,88489eac51fffff,0.6443,208.3,19.4,vacant,95900,0,30.1047,-97.8171,Tier 1 — Top 10%
241,884898c887fffff,0.6443,208.2,27.7,NaN,0,0,30.4400,-97.9515,Tier 1 — Top 10%
242,88489ea5dbfffff,0.6443,208.6,28.7,NaN,0,0,30.0991,-97.9700,Tier 1 — Top 10%
243,88489e30d9fffff,0.6440,208.0,8.4,residential,219295,9,30.2098,-97.6859,Tier 1 — Top 10%
244,88489e2293fffff,0.6438,207.9,11.2,residential,219236,9,30.3565,-97.6901,Tier 1 — Top 10%
245,88489eac85fffff,0.6436,208.3,13.5,residential,61889,9,30.1664,-97.8211,Tier 1 — Top 10%
246,88489e3525fffff,0.6433,207.9,8.3,residential,226490,9,30.2880,-97.6602,Tier 1 — Top 10%
247,88489e3345fffff,0.6432,207.9,25.0,residential,48763,9,30.0978,-97.5716,Tier 1 — Top 10%
248,88489e3583fffff,0.6430,208.0,8.0,residential,242269,9,30.3393,-97.7401,Tier 1 — Top 10%
249,88489e3761fffff,0.6426,208.0,7.4,commercial,285615,16,30.2091,-97.7063,Tier 1 — Top 10%
250,88489e3a39fffff,0.6424,207.7,27.0,NaN,0,0,30.1938,-97.4756,Tier 1 — Top 10%
251,88489e3ad5fffff,0.6423,207.7,21.2,residential,48950,9,30.2229,-97.5284,Tier 1 — Top 10%
252,88489e22dbfffff,0.6417,207.9,7.8,residential,258727,9,30.3253,-97.6983,Tier 1 — Top 10%
253,88489e2219fffff,0.6415,207.9,9.2,residential,178408,9,30.2883,-97.6500,Tier 1 — Top 10%
254,88489e2437fffff,0.6413,207.8,22.7,industrial,146525,12,30.4708,-97.7332,Tier 1 — Top 10%
255,884898516bfffff,0.6413,207.9,29.9,NaN,0,0,30.5300,-97.8087,Tier 1 — Top 10%
256,88489e3759fffff,0.6412,208.1,6.8,residential,329268,9,30.2073,-97.7573,Tier 1 — Top 10%
257,88489e31edfffff,0.6407,207.8,19.0,vacant,49057,0,30.2065,-97.5580,Tier 1 — Top 10%
258,88489ead9bfffff,0.6406,208.2,10.5,residential,131716,9,30.1829,-97.7915,Tier 1 — Top 10%
259,88489e30d7fffff,0.6405,208.0,7.9,residential,250945,9,30.2256,-97.6767,Tier 1 — Top 10%
260,88489eadb9fffff,0.6402,208.2,9.4,residential,171399,9,30.1840,-97.7609,Tier 1 — Top 10%
261,88489e2609fffff,0.6401,208.0,12.6,residential,204990,9,30.3766,-97.7784,Tier 1 — Top 10%
262,88489e3a9dfffff,0.6397,207.7,20.8,NaN,0,0,30.2383,-97.5294,Tier 1 — Top 10%
263,88489ead37fffff,0.6393,208.1,13.7,vacant,58927,0,30.1471,-97.7125,Tier 1 — Top 10%
264,88489e352dfffff,0.6384,207.9,7.7,residential,265495,9,30.2801,-97.6648,Tier 1 — Top 10%
265,88489eadc5fffff,0.6382,208.2,13.6,residential,60774,9,30.1456,-97.7533,Tier 1 — Top 10%
266,884898d9a7fffff,0.6380,208.2,13.4,residential,63838,9,30.2880,-97.8801,Tier 1 — Top 10%
267,88489e36b3fffff,0.6380,208.2,10.2,residential,139641,9,30.3049,-97.8403,Tier 1 — Top 10%
268,88489ea4a7fffff,0.6376,208.6,27.6,NaN,0,0,30.1221,-97.9766,Tier 1 — Top 10%
269,88489e374dfffff,0.6376,208.1,8.4,residential,219301,9,30.1930,-97.7257,Tier 1 — Top 10%
270,88489e3495fffff,0.6375,208.1,11.1,residential,111014,9,30.3443,-97.8172,Tier 1 — Top 10%
271,88489e2759fffff,0.6373,207.9,11.5,residential,342100,9,30.3705,-97.7319,Tier 1 — Top 10%
272,884898d9edfffff,0.6372,208.3,13.6,residential,60755,9,30.2492,-97.8827,Tier 1 — Top 10%
273,88489e22b1fffff,0.6366,207.8,12.9,residential,151314,9,30.3575,-97.6595,Tier 1 — Top 10%
274,88489e3603fffff,0.6366,208.2,7.3,residential,290909,9,30.2288,-97.8046,Tier 1 — Top 10%
275,88489e2211fffff,0.6365,207.9,9.9,residential,150588,9,30.2962,-97.6454,Tier 1 — Top 10%
276,88489e36d5fffff,0.6363,208.2,10.6,NaN,0,0,30.2658,-97.8531,Tier 1 — Top 10%
277,88489e328bfffff,0.6357,208.1,11.5,residential,100486,9,30.1707,-97.6987,Tier 1 — Top 10%
278,88489e3033fffff,0.6352,207.9,13.8,vacant,57080,0,30.2044,-97.6191,Tier 1 — Top 10%
279,884898caabfffff,0.6352,208.3,25.7,NaN,0,0,30.3851,-97.9735,Tier 1 — Top 10%
280,88489e35bbfffff,0.6352,208.0,9.7,residential,231851,9,30.3547,-97.7411,Tier 1 — Top 10%
281,88489ead5dfffff,0.6348,208.2,18.6,NaN,0,0,30.0997,-97.7402,Tier 1 — Top 10%
282,884898cb21fffff,0.6348,208.1,12.9,residential,70695,9,30.3353,-97.8525,Tier 1 — Top 10%
283,8848985337fffff,0.6346,207.9,29.8,NaN,0,0,30.5211,-97.8440,Tier 1 — Top 10%
284,884898caa1fffff,0.6343,208.3,24.9,NaN,0,0,30.3855,-97.9633,Tier 1 — Top 10%
285,884898c813fffff,0.6339,208.2,24.4,NaN,0,0,30.4016,-97.9439,Tier 1 — Top 10%
286,88489eade7fffff,0.6333,208.1,11.8,residential,95259,9,30.1618,-97.7339,Tier 1 — Top 10%
287,88489ead87fffff,0.6333,208.2,10.2,residential,142134,9,30.1765,-97.7553,Tier 1 — Top 10%
288,88489e31c5fffff,0.6321,207.8,17.2,industrial,49145,12,30.2058,-97.5784,Tier 1 — Top 10%
289,884898caa3fffff,0.6320,208.3,25.8,NaN,0,0,30.3930,-97.9689,Tier 1 — Top 10%
290,88489e3695fffff,0.6318,208.2,10.5,multifamily,130403,20,30.2891,-97.8495,Tier 1 — Top 10%
291,884898d929fffff,0.6317,208.3,11.6,residential,99941,9,30.2195,-97.8501,Tier 1 — Top 10%
292,88489e375dfffff,0.6317,208.1,6.6,industrial,343271,12,30.2077,-97.7471,Tier 1 — Top 10%
293,88489e2427fffff,0.6316,207.8,21.2,commercial,204109,16,30.4561,-97.7118,Tier 1 — Top 10%
294,88489e2251fffff,0.6314,207.9,9.1,residential,186947,9,30.2729,-97.6490,Tier 1 — Top 10%
295,88489e2269fffff,0.6309,207.8,13.1,industrial,68405,12,30.2589,-97.6072,Tier 1 — Top 10%
296,88489e36b1fffff,0.6309,208.2,9.4,residential,171321,9,30.2973,-97.8346,Tier 1 — Top 10%
297,88489e30b7fffff,0.6307,207.9,9.2,residential,180723,9,30.2575,-97.6480,Tier 1 — Top 10%
298,88489e2253fffff,0.6305,207.9,8.6,vacant,208290,0,30.2804,-97.6546,Tier 1 — Top 10%
299,88489ead59fffff,0.6299,208.2,18.7,NaN,0,0,30.0993,-97.7504,Tier 1 — Top 10%
300,88489e34bbfffff,0.6296,208.1,11.6,vacant,99759,0,30.3522,-97.8126,Tier 1 — Top 10%
301,88489e2745fffff,0.6295,207.9,11.7,residential,267462,9,30.3640,-97.6957,Tier 1 — Top 10%
302,88489eadabfffff,0.6292,208.1,10.0,open_space,145948,0,30.1768,-97.7451,Tier 1 — Top 10%
303,88489e204bfffff,0.6289,207.8,14.2,NaN,0,0,30.3130,-97.6055,Tier 1 — Top 10%
304,88489ea9b7fffff,0.6289,208.0,23.3,residential,48848,9,30.0968,-97.6022,Tier 1 — Top 10%
305,88489e2239fffff,0.6285,207.8,11.8,residential,93859,9,30.2969,-97.6250,Tier 1 — Top 10%
306,88489e2431fffff,0.6284,207.8,21.8,vacant,171192,0,30.4630,-97.7378,Tier 1 — Top 10%
307,88489e3599fffff,0.6282,208.0,8.1,residential,236818,9,30.3386,-97.7606,Tier 1 — Top 10%
308,88489e3693fffff,0.6281,208.2,12.2,residential,85917,9,30.2962,-97.8653,Tier 1 — Top 10%
309,88489e224bfffff,0.6280,207.9,10.2,vacant,141837,0,30.2578,-97.6378,Tier 1 — Top 10%
310,88489e22d9fffff,0.6278,207.9,7.4,residential,281933,9,30.3178,-97.6927,Tier 1 — Top 10%
311,88489e25cbfffff,0.6275,207.8,22.8,vacant,147867,0,30.4712,-97.7230,Tier 1 — Top 10%
312,88489e376bfffff,0.6274,208.1,7.0,vacant,314110,0,30.2088,-97.7165,Tier 1 — Top 10%
313,88489e385dfffff,0.6272,207.6,27.6,NaN,0,0,30.2174,-97.4617,Tier 1 — Top 10%
314,884898d8e1fffff,0.6272,208.4,20.9,vacant,48967,0,30.2542,-97.9598,Tier 1 — Top 10%
315,88489e3687fffff,0.6270,208.2,8.8,residential,197054,9,30.2819,-97.8337,Tier 1 — Top 10%
316,88489e2213fffff,0.6265,207.9,9.7,residential,157805,9,30.3037,-97.6510,Tier 1 — Top 10%
317,88489e3659fffff,0.6263,208.2,10.8,residential,122276,9,30.2048,-97.8287,Tier 1 — Top 10%
318,88489e36abfffff,0.6261,208.2,7.9,residential,250055,9,30.2823,-97.8234,Tier 1 — Top 10%
319,884898d93bfffff,0.6259,208.3,13.2,residential,66767,9,30.2417,-97.8771,Tier 1 — Top 10%
320,88489e34b3fffff,0.6257,208.1,12.1,residential,104447,9,30.3601,-97.8080,Tier 1 — Top 10%
321,884898d9e7fffff,0.6255,208.3,13.5,vacant,61512,0,30.2647,-97.8837,Tier 1 — Top 10%
322,88489e2e45fffff,0.6255,207.6,22.5,NaN,0,0,30.4216,-97.5919,Tier 1 — Top 10%
323,88489e36bbfffff,0.6254,208.2,10.3,residential,136497,9,30.2970,-97.8449,Tier 1 — Top 10%
324,884898cb31fffff,0.6253,208.2,15.6,residential,49227,9,30.3500,-97.8739,Tier 1 — Top 10%
325,88489e24cbfffff,0.6252,207.9,22.9,commercial,96721,16,30.4687,-97.7945,Tier 1 — Top 10%
326,88489e229bfffff,0.6252,207.9,10.2,residential,195228,9,30.3486,-97.6947,Tier 1 — Top 10%
327,884898c93bfffff,0.6251,208.1,18.5,commercial,56914,16,30.4049,-97.8519,Tier 1 — Top 10%
328,88489e2221fffff,0.6251,207.8,14.1,open_space,53404,0,30.2901,-97.5990,Tier 1 — Top 10%
329,884898cb11fffff,0.6250,208.2,17.1,residential,49152,9,30.3414,-97.8989,Tier 1 — Top 10%
330,884898ca6bfffff,0.6250,208.3,19.3,NaN,0,0,30.3091,-97.9378,Tier 1 — Top 10%
331,88489e2621fffff,0.6249,207.9,14.0,commercial,399767,16,30.3931,-97.7487,Tier 1 — Top 10%
332,88489e30ddfffff,0.6249,208.0,9.1,NaN,0,0,30.2102,-97.6757,Tier 1 — Top 10%
333,88489e24c7fffff,0.6248,207.9,23.6,vacant,92554,0,30.4770,-97.7797,Tier 1 — Top 10%
334,88489e2443fffff,0.6247,207.9,17.4,residential,328023,9,30.4239,-97.7507,Tier 1 — Top 10%
335,88489e2001fffff,0.6246,207.7,16.5,vacant,49183,0,30.3366,-97.5917,Tier 1 — Top 10%
336,884898ca47fffff,0.6245,208.3,20.2,NaN,0,0,30.3087,-97.9480,Tier 1 — Top 10%
337,884898ca2dfffff,0.6245,208.3,18.0,residential,49106,9,30.3253,-97.9184,Tier 1 — Top 10%
338,88489e24ebfffff,0.6242,207.9,23.5,commercial,101780,16,30.4773,-97.7695,Tier 1 — Top 10%
339,8848985245fffff,0.6238,208.1,27.6,NaN,0,0,30.4644,-97.9172,Tier 1 — Top 10%
340,88489e3489fffff,0.6238,208.1,8.8,residential,196989,9,30.3214,-97.8106,Tier 1 — Top 10%
341,88489e24bdfffff,0.6235,207.8,26.9,open_space,97843,0,30.5081,-97.7715,Tier 1 — Top 10%
342,88489e3669fffff,0.6234,208.2,8.5,residential,215318,9,30.1987,-97.7823,Tier 1 — Top 10%
343,884898c83dfffff,0.6233,208.2,21.3,commercial,48947,16,30.3952,-97.9076,Tier 1 — Top 10%
344,88489e25e1fffff,0.6233,207.7,24.3,commercial,115816,16,30.4801,-97.6877,Tier 1 — Top 10%
345,88489e2ebdfffff,0.6231,207.6,29.5,NaN,0,0,30.5130,-97.6284,Tier 1 — Top 10%
346,8848985b59fffff,0.6231,207.7,29.8,NaN,0,0,30.5335,-97.7065,Tier 1 — Top 10%
347,88489e24c3fffff,0.6230,207.9,23.7,commercial,105568,16,30.4766,-97.7899,Tier 1 — Top 10%
348,884898cb35fffff,0.6229,208.2,14.8,residential,49264,9,30.3504,-97.8637,Tier 1 — Top 10%
349,88489e3569fffff,0.6228,208.0,6.3,residential,371963,9,30.2564,-97.6786,Tier 1 — Top 10%
