rank,h3_index,score,acres,dist_km,type,land_val_acre,build_mo,lat,lon,tier
474,8848eba1c5fffff,0.6225,211.1,33.4,unknown,111762,12,33.3668,-111.7274,Tier 1 — Top 10%
475,8848ebaf25fffff,0.6225,211.0,37.1,unknown,33724,12,33.4598,-111.6745,Tier 1 — Top 10%
476,8848ebb757fffff,0.6225,211.3,31.3,unknown,42047,12,33.2006,-111.9132,Tier 1 — Top 10%
477,8829b6db29fffff,0.6225,210.7,22.2,unknown,126371,12,33.5355,-111.8583,Tier 1 — Top 10%
478,8848e96d49fffff,0.6222,210.8,13.6,unknown,53229,12,33.4005,-112.2083,Tier 1 — Top 10%
479,8848eb3545fffff,0.6220,210.7,43.7,unknown,33500,12,33.6476,-111.6670,Tier 2 — Top 25%
480,8848eb3763fffff,0.6220,210.7,40.0,unknown,33627,12,33.6061,-111.6863,Tier 2 — Top 25%
481,8848e979ebfffff,0.6220,211.2,25.7,unknown,34110,12,33.2169,-112.0742,Tier 2 — Top 25%
482,8848ebaeb5fffff,0.6216,210.8,24.5,unknown,82156,12,33.5096,-111.8205,Tier 2 — Top 25%
483,8829b6c92bfffff,0.6216,210.4,41.7,unknown,33568,12,33.7648,-111.8318,Tier 2 — Top 25%
484,8829b6c85dfffff,0.6216,210.4,33.4,unknown,33851,12,33.7265,-111.9392,Tier 2 — Top 25%
485,8829b6cc25fffff,0.6215,210.1,43.9,unknown,33497,12,33.8425,-112.0549,Tier 2 — Top 25%
486,8848e96d37fffff,0.6214,210.7,11.7,unknown,76658,12,33.4642,-112.1990,Tier 2 — Top 25%
487,8848eba639fffff,0.6211,211.0,13.3,unknown,94810,12,33.3729,-111.9630,Tier 2 — Top 25%
488,8848e9618dfffff,0.6209,210.9,22.5,unknown,34219,12,33.3088,-112.2501,Tier 2 — Top 25%
489,8829b6cf6bfffff,0.6209,210.2,35.8,unknown,33768,12,33.7683,-112.0294,Tier 2 — Top 25%
490,8829b6c467fffff,0.6209,210.2,36.5,unknown,33745,12,33.7465,-112.2384,Tier 2 — Top 25%
491,8848e96b5dfffff,0.6209,211.1,19.8,unknown,34314,12,33.2707,-112.0793,Tier 2 — Top 25%
492,8829b6ce91fffff,0.6209,210.0,43.9,unknown,33496,12,33.8312,-112.1895,Tier 2 — Top 25%
493,8829b6ce55fffff,0.6209,210.2,35.2,unknown,33787,12,33.7616,-112.1320,Tier 2 — Top 25%
494,8848eb329bfffff,0.6209,210.8,38.2,unknown,33688,12,33.5743,-111.6911,Tier 2 — Top 25%
495,8848eba147fffff,0.6209,211.2,38.5,unknown,57039,12,33.3256,-111.6868,Tier 2 — Top 25%
496,8848ebae25fffff,0.6209,211.0,30.2,unknown,45020,12,33.4495,-111.7488,Tier 2 — Top 25%
497,8829b6cec1fffff,0.6200,210.1,39.5,unknown,33642,12,33.7957,-112.1661,Tier 2 — Top 25%
498,8848e97995fffff,0.6200,211.1,22.8,unknown,34209,12,33.2442,-112.1013,Tier 2 — Top 25%
499,8848eb26c1fffff,0.6200,210.3,44.6,unknown,33470,12,33.7898,-111.8203,Tier 2 — Top 25%
500,8848eba321fffff,0.6200,211.3,39.5,unknown,46568,12,33.2938,-111.6916,Tier 2 — Top 25%
501,8829b6caedfffff,0.6200,210.4,31.4,unknown,33918,12,33.7152,-111.9643,Tier 2 — Top 25%
502,8829b6c9cdfffff,0.6200,210.3,39.9,unknown,33628,12,33.7726,-111.8880,Tier 2 — Top 25%
503,8848ebacd1fffff,0.6200,210.8,24.4,unknown,84245,12,33.5316,-111.8302,Tier 2 — Top 25%
504,8829b6c423fffff,0.6200,210.1,39.1,unknown,33657,12,33.7684,-112.2482,Tier 2 — Top 25%
505,8848eb3543fffff,0.6200,210.6,42.7,unknown,33536,12,33.6530,-111.6844,Tier 2 — Top 25%
506,8829b6d485fffff,0.6200,210.3,30.1,unknown,68984,12,33.6353,-112.3093,Tier 2 — Top 25%
507,8848ebb081fffff,0.6200,211.3,35.3,unknown,69577,12,33.2139,-111.8178,Tier 2 — Top 25%
508,8848eb3589fffff,0.6200,210.5,43.2,unknown,33518,12,33.7092,-111.7281,Tier 2 — Top 25%
509,8848e9606dfffff,0.6193,211.0,28.7,unknown,34010,12,33.2383,-112.2526,Tier 2 — Top 25%
510,8848e962a5fffff,0.6193,211.0,31.2,unknown,33925,12,33.2595,-112.3221,Tier 2 — Top 25%
511,8848eb351bfffff,0.6193,210.6,42.3,unknown,33547,12,33.6804,-111.7115,Tier 2 — Top 25%
512,8829b6c5a9fffff,0.6193,210.1,42.5,unknown,33541,12,33.8116,-112.2185,Tier 2 — Top 25%
513,8848eba113fffff,0.6193,211.1,34.2,unknown,103326,12,33.3599,-111.7207,Tier 2 — Top 25%
514,8829b6d1ebfffff,0.6191,210.6,10.9,unknown,90645,12,33.5458,-112.0622,Tier 2 — Top 25%
515,8829b6d949fffff,0.6186,210.7,23.6,unknown,87644,12,33.5590,-111.8574,Tier 2 — Top 25%
516,8848e960a7fffff,0.6186,210.9,25.3,unknown,34126,12,33.3247,-112.3023,Tier 2 — Top 25%
517,8829b6c969fffff,0.6186,210.4,39.2,unknown,33652,12,33.7345,-111.8259,Tier 2 — Top 25%
518,8829b6d4a3fffff,0.6186,210.3,30.9,unknown,60657,12,33.6519,-112.3016,Tier 2 — Top 25%
519,8848eb3501fffff,0.6186,210.6,44.3,unknown,33483,12,33.6696,-111.6767,Tier 2 — Top 25%
520,8829b6c93dfffff,0.6186,210.3,42.0,unknown,33558,12,33.7717,-111.8386,Tier 2 — Top 25%
521,8848e962a3fffff,0.6186,210.9,32.0,unknown,33896,12,33.2648,-112.3395,Tier 2 — Top 25%
522,8848ebac57fffff,0.6186,210.9,27.8,unknown,39107,12,33.4921,-111.7789,Tier 2 — Top 25%
523,8848ebb711fffff,0.6186,211.3,29.7,unknown,52093,12,33.2157,-111.9161,Tier 2 — Top 25%
524,8829b6cb31fffff,0.6186,210.4,35.5,unknown,33777,12,33.7203,-111.8724,Tier 2 — Top 25%
525,8829b6c9e9fffff,0.6186,210.3,41.5,unknown,33575,12,33.7823,-111.8735,Tier 2 — Top 25%
526,8829b6c195fffff,0.6186,210.3,32.1,unknown,33892,12,33.7374,-112.0835,Tier 2 — Top 25%
527,8848ebad47fffff,0.6186,210.9,36.8,unknown,33734,12,33.4901,-111.6803,Tier 2 — Top 25%
528,8848ebacc9fffff,0.6186,210.8,25.5,unknown,67277,12,33.5111,-111.8099,Tier 2 — Top 25%
529,8829b6d0c7fffff,0.6182,210.6,11.7,unknown,77454,12,33.5338,-112.1472,Tier 2 — Top 25%
530,8848e961c9fffff,0.6179,211.0,25.3,unknown,34126,12,33.2838,-112.2615,Tier 2 — Top 25%
531,8829b6c747fffff,0.6179,210.3,29.7,unknown,44671,12,33.6875,-112.2158,Tier 2 — Top 25%
532,8848eb353bfffff,0.6179,210.6,45.0,unknown,33460,12,33.6916,-111.6864,Tier 2 — Top 25%
533,8848ebadcbfffff,0.6179,210.8,32.0,unknown,33896,12,33.5283,-111.7422,Tier 2 — Top 25%
534,8848e9681bfffff,0.6177,210.9,12.9,unknown,60095,12,33.3474,-112.1433,Tier 2 — Top 25%
535,8829b6d087fffff,0.6176,210.5,13.8,unknown,70892,12,33.5573,-112.1464,Tier 2 — Top 25%
536,8848ebacabfffff,0.6175,210.8,28.7,unknown,35454,12,33.5527,-111.7906,Tier 2 — Top 25%
537,8848eb261dfffff,0.6172,210.4,44.5,unknown,33475,12,33.7707,-111.7892,Tier 2 — Top 25%
538,8848eb2609fffff,0.6172,210.4,44.1,unknown,33490,12,33.7571,-111.7756,Tier 2 — Top 25%
539,8829b6cc17fffff,0.6172,210.0,44.8,unknown,33465,12,33.8501,-112.1112,Tier 2 — Top 25%
540,8829b6ca05fffff,0.6172,210.4,29.5,unknown,33982,12,33.6879,-111.9371,Tier 2 — Top 25%
541,8848eb3417fffff,0.6172,210.5,38.0,unknown,33692,12,33.6799,-111.7716,Tier 2 — Top 25%
542,8829b6c959fffff,0.6172,210.4,36.8,unknown,33733,12,33.7354,-111.8753,Tier 2 — Top 25%
543,8829b6c503fffff,0.6172,210.1,37.3,unknown,33716,12,33.7677,-112.1989,Tier 2 — Top 25%
544,8848e9623bfffff,0.6172,211.0,34.1,unknown,33826,12,33.2208,-112.3199,Tier 2 — Top 25%
545,8848ebb0d1fffff,0.6172,211.3,34.8,unknown,58636,12,33.2026,-111.8428,Tier 2 — Top 25%
546,8848ebaf63fffff,0.6172,211.0,35.4,unknown,33782,12,33.4417,-111.6928,Tier 2 — Top 25%
547,8848eba4a3fffff,0.6165,210.8,11.0,unknown,290114,12,33.4820,-111.9624,Tier 2 — Top 25%
548,8848ebb5cdfffff,0.6163,211.2,24.4,unknown,129474,12,33.2794,-111.9067,Tier 2 — Top 25%
549,8848ebb541fffff,0.6163,211.3,30.3,unknown,107412,12,33.2383,-111.8661,Tier 2 — Top 25%
550,8848e978a3fffff,0.6163,211.1,24.3,unknown,34161,12,33.2382,-112.1437,Tier 2 — Top 25%
551,8848eba137fffff,0.6163,211.1,37.1,unknown,57515,12,33.3726,-111.6850,Tier 2 — Top 25%
552,8848ebb547fffff,0.6163,211.2,29.8,unknown,126680,12,33.2467,-111.8622,Tier 2 — Top 25%
553,8848eb361bfffff,0.6163,210.6,30.3,unknown,33956,12,33.6119,-111.8130,Tier 2 — Top 25%
554,8829b6c481fffff,0.6163,210.0,44.8,unknown,33466,12,33.7979,-112.3143,Tier 2 — Top 25%
555,8848eb3647fffff,0.6163,210.7,31.6,unknown,33909,12,33.5860,-111.7752,Tier 2 — Top 25%
556,8848ebb71dfffff,0.6163,211.3,30.7,unknown,49515,12,33.2089,-111.9094,Tier 2 — Top 25%
557,8848ebb61bfffff,0.6163,211.2,28.0,unknown,34032,12,33.2038,-112.0009,Tier 2 — Top 25%
558,8848e961a9fffff,0.6163,210.9,20.8,unknown,34278,12,33.3186,-112.2357,Tier 2 — Top 25%
559,8848ebad13fffff,0.6163,210.8,34.4,unknown,33815,12,33.5244,-111.7142,Tier 2 — Top 25%
560,8848ebb6b7fffff,0.6163,211.1,20.4,unknown,34291,12,33.2729,-112.0089,Tier 2 — Top 25%
561,8829b6c84dfffff,0.6163,210.4,33.0,unknown,33861,12,33.7144,-111.9149,Tier 2 — Top 25%
562,8848eba243fffff,0.6163,211.3,33.4,unknown,126888,12,33.2556,-111.7986,Tier 2 — Top 25%
563,8848e96e8dfffff,0.6163,210.7,25.7,unknown,120058,12,33.4043,-112.3453,Tier 2 — Top 25%
564,8848e96967fffff,0.6155,211.0,13.3,unknown,56409,12,33.3434,-112.0063,Tier 2 — Top 25%
565,8848eba433fffff,0.6155,210.9,12.5,unknown,252064,12,33.4463,-111.9391,Tier 2 — Top 25%
566,8829b6992bfffff,0.6153,210.5,27.8,unknown,40585,12,33.5270,-112.3587,Tier 2 — Top 25%
567,8848e96113fffff,0.6153,211.0,23.7,unknown,34180,12,33.2868,-112.2403,Tier 2 — Top 25%
568,8848ebb085fffff,0.6153,211.3,35.9,unknown,68522,12,33.2154,-111.8072,Tier 2 — Top 25%
569,8848eb34b1fffff,0.6153,210.4,40.5,unknown,33610,12,33.7307,-111.7978,Tier 2 — Top 25%
570,8848e96855fffff,0.6153,211.0,14.3,unknown,46245,12,33.3269,-112.1229,Tier 2 — Top 25%
571,8848eba131fffff,0.6153,211.1,37.0,unknown,62702,12,33.3643,-111.6888,Tier 2 — Top 25%
572,8848eb3509fffff,0.6153,210.6,43.5,unknown,33510,12,33.6613,-111.6805,Tier 2 — Top 25%
573,8829b6ca17fffff,0.6153,210.4,30.4,unknown,33952,12,33.7069,-111.9682,Tier 2 — Top 25%
574,8848eba145fffff,0.6153,211.2,39.3,unknown,49555,12,33.3188,-111.6801,Tier 2 — Top 25%
575,8829b6c841fffff,0.6153,210.4,33.5,unknown,33847,12,33.7212,-111.9217,Tier 2 — Top 25%
576,8848ebb0bdfffff,0.6153,211.3,34.5,unknown,90808,12,33.2306,-111.8101,Tier 2 — Top 25%
577,8829b6cc51fffff,0.6143,210.1,41.3,unknown,33582,12,33.8183,-112.1159,Tier 2 — Top 25%
578,8848e96d45fffff,0.6143,210.8,11.9,unknown,74060,12,33.4104,-112.1938,Tier 2 — Top 25%
579,8848e96263fffff,0.6143,211.1,34.9,unknown,33799,12,33.1935,-112.2927,Tier 2 — Top 25%
580,8829b6ca9bfffff,0.6143,210.3,33.2,unknown,33856,12,33.7449,-112.0303,Tier 2 — Top 25%
581,8848ebb44bfffff,0.6143,211.2,27.2,unknown,42122,12,33.2265,-111.9509,Tier 2 — Top 25%
582,8829b6c4cdfffff,0.6143,210.1,41.6,unknown,33572,12,33.7677,-112.3082,Tier 2 — Top 25%
583,8848ebb549fffff,0.6143,211.3,30.8,unknown,91065,12,33.2300,-111.8699,Tier 2 — Top 25%
584,8848e96047fffff,0.6143,211.0,29.9,unknown,33968,12,33.2421,-112.2805,Tier 2 — Top 25%
585,8848e978cbfffff,0.6143,211.2,29.7,unknown,33976,12,33.1950,-112.1733,Tier 2 — Top 25%
586,8848e9788bfffff,0.6143,211.1,27.2,unknown,34062,12,33.2185,-112.1725,Tier 2 — Top 25%
587,8829b6ce19fffff,0.6136,210.2,36.9,unknown,33729,12,33.7752,-112.1456,Tier 2 — Top 25%
588,8848ebb1d9fffff,0.6136,211.4,39.0,unknown,45947,12,33.2046,-111.7725,Tier 2 — Top 25%
589,8848e96a67fffff,0.6136,211.1,19.6,unknown,34321,12,33.2746,-112.1072,Tier 2 — Top 25%
590,8848ebb185fffff,0.6136,211.3,40.2,unknown,42337,12,33.2257,-111.7330,Tier 2 — Top 25%
591,8848ebaca7fffff,0.6136,210.7,30.4,unknown,33951,12,33.5625,-111.7761,Tier 2 — Top 25%
592,8848e979dbfffff,0.6136,211.1,26.1,unknown,34099,12,33.2177,-112.1233,Tier 2 — Top 25%
593,8829b6c631fffff,0.6130,210.2,35.9,unknown,33763,12,33.7155,-112.2924,Tier 2 — Top 25%
594,8848ebb63bfffff,0.6130,211.2,27.5,unknown,34050,12,33.2151,-111.9759,Tier 2 — Top 25%
595,8848eb35e9fffff,0.6130,210.5,44.0,unknown,33490,12,33.6970,-111.7038,Tier 2 — Top 25%
596,8848e96109fffff,0.6130,211.0,24.7,unknown,34146,12,33.2595,-112.2132,Tier 2 — Top 25%
597,8848ebadadfffff,0.6130,210.8,36.9,unknown,33732,12,33.5576,-111.6988,Tier 2 — Top 25%
598,8848e96851fffff,0.6130,211.0,14.8,unknown,41856,12,33.3254,-112.1335,Tier 2 — Top 25%
599,8848ebb721fffff,0.6130,211.3,32.3,unknown,70244,12,33.2148,-111.8670,Tier 2 — Top 25%
600,8848e97923fffff,0.6130,211.2,27.9,unknown,34034,12,33.2008,-112.0221,Tier 2 — Top 25%
601,8829b6d0cbfffff,0.6127,210.6,11.7,unknown,77185,12,33.5240,-112.1617,Tier 2 — Top 25%
602,8829b6c663fffff,0.6122,210.2,32.4,unknown,42979,12,33.6867,-112.2758,Tier 2 — Top 25%
603,8848eba307fffff,0.6122,211.2,37.8,unknown,57851,12,33.2909,-111.7128,Tier 2 — Top 25%
604,8829b6c501fffff,0.6122,210.2,36.4,unknown,33747,12,33.7609,-112.1920,Tier 2 — Top 25%
605,8848e979d1fffff,0.6122,211.1,25.7,unknown,34110,12,33.2192,-112.1127,Tier 2 — Top 25%
606,8848ebb0a3fffff,0.6122,211.3,35.1,unknown,87550,12,33.2320,-111.7995,Tier 2 — Top 25%
607,8829b6d6b5fffff,0.6122,210.4,29.5,unknown,66068,12,33.6004,-112.3351,Tier 2 — Top 25%
608,8848ebadc7fffff,0.6122,210.8,33.6,unknown,33842,12,33.5381,-111.7277,Tier 2 — Top 25%
609,8848ebad5bfffff,0.6122,210.9,33.3,unknown,33853,12,33.4926,-111.7190,Tier 2 — Top 25%
610,8848ebaacdfffff,0.6122,211.1,39.7,unknown,38045,12,33.3687,-111.6570,Tier 2 — Top 25%
611,8848eb3497fffff,0.6122,210.4,39.0,unknown,33660,12,33.7277,-111.8191,Tier 2 — Top 25%
612,8848e96b49fffff,0.6122,211.1,21.3,unknown,34262,12,33.2571,-112.0657,Tier 2 — Top 25%
613,8848e96229fffff,0.6122,211.1,33.9,unknown,33832,12,33.2019,-112.2889,Tier 2 — Top 25%
614,8848e962c5fffff,0.6122,211.0,35.6,unknown,33775,12,33.2246,-112.3479,Tier 2 — Top 25%
615,8848e9631dfffff,0.6122,211.1,30.9,unknown,33935,12,33.2148,-112.2534,Tier 2 — Top 25%
616,8829b6ce1dfffff,0.6122,210.2,36.9,unknown,33729,12,33.7767,-112.1350,Tier 2 — Top 25%
617,8829b6cd01fffff,0.6122,210.1,43.9,unknown,33496,12,33.8401,-112.0162,Tier 2 — Top 25%
618,8848eba115fffff,0.6122,211.1,36.0,unknown,79560,12,33.3545,-111.7033,Tier 2 — Top 25%
619,8848eba123fffff,0.6111,211.2,38.7,unknown,48439,12,33.3589,-111.6714,Tier 2 — Top 25%
620,8848e979e3fffff,0.6111,211.2,24.8,unknown,34141,12,33.2252,-112.0704,Tier 2 — Top 25%
621,8848e961abfffff,0.6111,210.9,20.8,unknown,34280,12,33.3255,-112.2425,Tier 2 — Top 25%
622,8848e96e57fffff,0.6111,210.8,25.3,unknown,50358,12,33.3603,-112.3257,Tier 2 — Top 25%
623,8848ebad4dfffff,0.6111,210.9,36.9,unknown,33730,12,33.4750,-111.6774,Tier 2 — Top 25%
624,8848e96b41fffff,0.6111,211.1,20.4,unknown,34293,12,33.2654,-112.0619,Tier 2 — Top 25%
625,8829b6ca99fffff,0.6111,210.3,32.5,unknown,33878,12,33.7380,-112.0235,Tier 2 — Top 25%
626,8848e96043fffff,0.6111,211.0,30.7,unknown,33942,12,33.2405,-112.2911,Tier 2 — Top 25%
627,8848eba001fffff,0.6111,211.2,31.6,unknown,170438,12,33.3305,-111.7641,Tier 2 — Top 25%
628,8829b6c517fffff,0.6111,210.1,39.2,unknown,33654,12,33.7813,-112.2125,Tier 2 — Top 25%
629,8848ebb6cdfffff,0.6111,211.2,27.1,unknown,34062,12,33.2107,-112.0077,Tier 2 — Top 25%
630,8848e96183fffff,0.6104,210.9,22.5,unknown,34220,12,33.3224,-112.2637,Tier 2 — Top 25%
631,8848ebb42dfffff,0.6104,211.2,26.4,unknown,99966,12,33.2559,-111.9076,Tier 2 — Top 25%
632,8848e979cbfffff,0.6104,211.2,27.1,unknown,34063,12,33.2055,-112.0992,Tier 2 — Top 25%
633,8848ebaca5fffff,0.6104,210.8,30.7,unknown,33942,12,33.5557,-111.7694,Tier 2 — Top 25%
634,8829b6c92dfffff,0.6104,210.4,42.1,unknown,33555,12,33.7595,-111.8144,Tier 2 — Top 25%
635,8829b6ce01fffff,0.6104,210.2,36.1,unknown,33756,12,33.7714,-112.1175,Tier 2 — Top 25%
636,8848eb3491fffff,0.6104,210.4,38.1,unknown,33692,12,33.7194,-111.8230,Tier 2 — Top 25%
637,8829b6da19fffff,0.6103,210.7,12.1,unknown,171235,12,33.5260,-111.9819,Tier 2 — Top 25%
638,8829b6ce89fffff,0.6098,210.1,41.2,unknown,33584,12,33.8108,-112.1691,Tier 2 — Top 25%
639,8848ebb55bfffff,0.6098,211.2,27.4,unknown,98255,12,33.2491,-111.9008,Tier 2 — Top 25%
640,8848eb3705fffff,0.6098,210.7,39.8,unknown,33634,12,33.6129,-111.6930,Tier 2 — Top 25%
641,8848ebb1a1fffff,0.6098,211.3,40.6,unknown,39706,12,33.2355,-111.7185,Tier 2 — Top 25%
642,8829b6caebfffff,0.6098,210.4,31.4,unknown,33915,12,33.7206,-111.9818,Tier 2 — Top 25%
643,8848eba11bfffff,0.6098,211.1,34.2,unknown,110534,12,33.3516,-111.7245,Tier 2 — Top 25%
644,8848e96f4bfffff,0.6098,210.9,19.1,unknown,34337,12,33.3490,-112.2417,Tier 2 — Top 25%
645,8829b6c665fffff,0.6098,210.3,31.0,unknown,49191,12,33.6815,-112.2583,Tier 2 — Top 25%
646,8848eb3597fffff,0.6091,210.4,44.4,unknown,33480,12,33.7380,-111.7446,Tier 2 — Top 25%
647,8829b6cd0bfffff,0.6091,210.1,43.6,unknown,33505,12,33.8386,-112.0268,Tier 2 — Top 25%
648,8848ebac97fffff,0.6090,210.7,26.4,unknown,53407,12,33.5634,-111.8255,Tier 2 — Top 25%
649,8848ebb19bfffff,0.6090,211.3,36.3,unknown,77485,12,33.2350,-111.7783,Tier 2 — Top 25%
650,8848e97997fffff,0.6090,211.1,22.2,unknown,34232,12,33.2510,-112.1081,Tier 2 — Top 25%
651,8848e96327fffff,0.6090,211.1,27.3,unknown,34055,12,33.2291,-112.2072,Tier 2 — Top 25%
652,8829b6c6adfffff,0.6090,210.1,39.4,unknown,33645,12,33.7442,-112.3090,Tier 2 — Top 25%
653,8829b6c917fffff,0.6090,210.3,41.1,unknown,33588,12,33.7755,-111.8667,Tier 2 — Top 25%
654,8848ebbab3fffff,0.6090,211.3,42.3,unknown,33549,12,33.2649,-111.6752,Tier 2 — Top 25%
655,8848e978a5fffff,0.6090,211.1,24.5,unknown,34154,12,33.2329,-112.1263,Tier 2 — Top 25%
656,8848ebad37fffff,0.6090,210.8,38.0,unknown,33694,12,33.5371,-111.6784,Tier 2 — Top 25%
657,8848ebad15fffff,0.6090,210.9,35.9,unknown,33766,12,33.5190,-111.6968,Tier 2 — Top 25%
658,8829b6c465fffff,0.6090,210.2,35.5,unknown,33777,12,33.7397,-112.2316,Tier 2 — Top 25%
659,8829b6c537fffff,0.6080,210.1,39.7,unknown,33637,12,33.7926,-112.1874,Tier 2 — Top 25%
660,8848ebb1d3fffff,0.6080,211.3,37.6,unknown,59873,12,33.2198,-111.7754,Tier 2 — Top 25%
661,8829b6c0a7fffff,0.6080,210.3,31.9,unknown,33901,12,33.7329,-112.1154,Tier 2 — Top 25%
662,8829b6cacdfffff,0.6080,210.4,29.5,unknown,33982,12,33.7039,-111.9894,Tier 2 — Top 25%
663,8829b6c469fffff,0.6080,210.2,35.1,unknown,33791,12,33.7299,-112.2460,Tier 2 — Top 25%
664,8848ebacb9fffff,0.6080,210.7,27.5,unknown,44155,12,33.5581,-111.8080,Tier 2 — Top 25%
665,8848eba149fffff,0.6080,211.2,38.5,unknown,56298,12,33.3090,-111.6945,Tier 2 — Top 25%
666,8848ebac9bfffff,0.6080,210.7,24.7,unknown,75459,12,33.5536,-111.8399,Tier 2 — Top 25%
667,8848ebb6ddfffff,0.6080,211.2,25.4,unknown,34122,12,33.2229,-112.0318,Tier 2 — Top 25%
668,8848ebb6c5fffff,0.6080,211.2,26.3,unknown,34090,12,33.2190,-112.0038,Tier 2 — Top 25%
669,8848ebaf21fffff,0.6080,211.0,36.1,unknown,33758,12,33.4583,-111.6851,Tier 2 — Top 25%
670,8829b6cf69fffff,0.6080,210.3,35.1,unknown,33790,12,33.7615,-112.0226,Tier 2 — Top 25%
671,8848ebb639fffff,0.6080,211.2,28.4,unknown,34018,12,33.2083,-111.9691,Tier 2 — Top 25%
672,8829b6cf07fffff,0.6080,210.2,38.1,unknown,33689,12,33.7903,-112.0392,Tier 2 — Top 25%
673,8829b6d297fffff,0.6075,210.6,13.4,unknown,73466,12,33.5111,-112.1973,Tier 2 — Top 25%
674,8829b6ce9dfffff,0.6073,210.1,43.0,unknown,33525,12,33.8244,-112.1827,Tier 2 — Top 25%
675,8848e96d43fffff,0.6073,210.8,13.2,unknown,56570,12,33.4157,-112.2112,Tier 2 — Top 25%
676,8848ebb621fffff,0.6068,211.3,29.8,unknown,34877,12,33.2044,-111.9411,Tier 2 — Top 25%
677,8829b6c189fffff,0.6068,210.3,29.7,unknown,33975,12,33.7154,-112.0737,Tier 2 — Top 25%
678,8848ebad87fffff,0.6068,210.8,34.6,unknown,33810,12,33.5616,-111.7268,Tier 2 — Top 25%
679,8848e961e1fffff,0.6068,210.9,21.8,unknown,34243,12,33.3035,-112.2327,Tier 2 — Top 25%
680,8829b6c553fffff,0.6068,210.2,37.0,unknown,33729,12,33.7564,-112.2240,Tier 2 — Top 25%
681,8848e96841fffff,0.6068,211.0,15.4,unknown,36888,12,33.3132,-112.1094,Tier 2 — Top 25%
682,8848ebb465fffff,0.6068,211.2,27.9,unknown,84021,12,33.2407,-111.9046,Tier 2 — Top 25%
683,8848e961e9fffff,0.6068,210.9,22.8,unknown,34211,12,33.2951,-112.2365,Tier 2 — Top 25%
684,8829b6ca3bfffff,0.6068,210.4,30.9,unknown,33935,12,33.7084,-111.9575,Tier 2 — Top 25%
685,8848eba10bfffff,0.6068,211.2,36.7,unknown,74375,12,33.3393,-111.7004,Tier 2 — Top 25%
686,8848e979d5fffff,0.6068,211.2,25.5,unknown,34119,12,33.2207,-112.1022,Tier 2 — Top 25%
687,8848e96141fffff,0.6068,211.0,26.0,unknown,34101,12,33.2443,-112.2102,Tier 2 — Top 25%
688,8829b6c4ddfffff,0.6064,210.0,43.9,unknown,33494,12,33.7797,-112.3325,Tier 2 — Top 25%
689,8829b6c51bfffff,0.6061,210.1,38.6,unknown,33673,12,33.7715,-112.2269,Tier 2 — Top 25%
690,8829b6cb67fffff,0.6061,210.5,34.5,unknown,33813,12,33.6930,-111.8452,Tier 2 — Top 25%
691,8829b6c653fffff,0.6061,210.2,35.3,unknown,33784,12,33.6875,-112.3251,Tier 2 — Top 25%
692,8848ebb623fffff,0.6061,211.3,28.9,unknown,35802,12,33.2113,-111.9479,Tier 2 — Top 25%
693,8848eba333fffff,0.6061,211.2,35.9,unknown,84466,12,33.3129,-111.7225,Tier 2 — Top 25%
694,8829b6cc55fffff,0.6061,210.1,41.4,unknown,33579,12,33.8198,-112.1052,Tier 2 — Top 25%
695,8829b6c583fffff,0.6053,210.0,43.8,unknown,33498,12,33.8153,-112.2466,Tier 2 — Top 25%
696,8848ebb1e7fffff,0.6052,211.4,41.9,unknown,33564,12,33.2203,-111.7156,Tier 2 — Top 25%
697,8848eb3499fffff,0.6052,210.5,37.1,unknown,33724,12,33.7111,-111.8268,Tier 2 — Top 25%
698,8848ebad99fffff,0.6052,210.8,31.6,unknown,33909,12,33.5571,-111.7587,Tier 2 — Top 25%
699,8829b6c505fffff,0.6052,210.2,36.3,unknown,33751,12,33.7624,-112.1814,Tier 2 — Top 25%
700,8848e96f35fffff,0.6052,210.8,14.5,unknown,43816,12,33.3990,-112.2189,Tier 2 — Top 25%
701,8848ebb6a9fffff,0.6052,211.2,24.0,unknown,34171,12,33.2440,-111.9924,Tier 2 — Top 25%
702,8848ebb51bfffff,0.6052,211.2,25.4,unknown,132980,12,33.2726,-111.8999,Tier 2 — Top 25%
703,8848ebadedfffff,0.6052,210.8,36.0,unknown,33761,12,33.5342,-111.6997,Tier 2 — Top 25%
704,8829b6c5a5fffff,0.6052,210.0,43.2,unknown,33519,12,33.8214,-112.2040,Tier 2 — Top 25%
705,8848ebb6edfffff,0.6052,211.2,26.6,unknown,34081,12,33.2220,-111.9827,Tier 2 — Top 25%
706,8848e96e45fffff,0.6052,210.8,23.7,unknown,34180,12,33.3414,-112.2947,Tier 2 — Top 25%
707,8829b6d4a1fffff,0.6052,210.3,30.0,unknown,69811,12,33.6451,-112.2948,Tier 2 — Top 25%
708,8848e968c7fffff,0.6052,210.9,11.4,unknown,81045,12,33.3694,-112.1531,Tier 2 — Top 25%
709,8848eba457fffff,0.6051,210.9,11.8,unknown,277754,12,33.4130,-111.9545,Tier 2 — Top 25%
710,8848e96899fffff,0.6051,210.8,12.2,unknown,69691,12,33.3884,-112.1841,Tier 2 — Top 25%
711,8848ebad35fffff,0.6042,210.9,38.4,unknown,33680,12,33.5303,-111.6717,Tier 2 — Top 25%
712,8829b6c71bfffff,0.6042,210.2,33.8,unknown,33835,12,33.7132,-112.2537,Tier 2 — Top 25%
